,token,label
22338,галереї,O
22339,а,O
22340,згодом,O
22341,після,O
22342,побудови,O
22343,апсиди,I-object_type
22344,до,O
22345,хрещальні,I-object_type
22346,Стародавній,O
22347,тиньк,I-material
22348,тут,O
22349,збе-,O
22350,рігся,O
22351,частково,O
22352,на,I-inscription_type
22353,ньому,O
22354,виявлене,O
22355,одне,O
22356,графіті,B-inscription_type
22357,якому,O
22358,надано,O
22359,номер,O
22360,4280,O
22361,табл,O
22362,XVIII,O
22363,11,O
22364,Графіті,B-inscription
22365,№,O
22366,4280,O
22367,табл,O
22368,ХСV,O
22369,3,O
22370,Розташування,B-other
22371,Висота,O
22372,від,O
22373,сучасної,O
22374,підлоги,O
22375,131,O
22376,см,O
22377,відстань,O
22378,від,O
22379,лівого,O
22380,кута,O
22381,4,O
22382,см,O
22383,Опис,B-inscription
22384,На,O
22385,фресці,I-inscription_type
22386,подвійними,O
22387,незамкненими,O
22388,рисками,O
22389,прокреслений,B-decoration
22390,чотирико-,O
22391,нечний,O
22392,хрест,I-decoration
22393,Датування,B-dating_criteria
22394,Друга,O
22395,чверть,O
22396,XI,O
22397,кінець,O
22398,XVI,O
22399,ст.,O
22400,за,O
22401,формою,O
22402,прорізів,O
22403,Категорія,O
22404,Хрести,O
22405,монограми,O
22406,теонімограми,O
22407,ІV.7,O
22408,Графіті,B-inscription
22409,на,I-inscription_type
22410,фресці,I-inscription_type
22411,з,I-object_type
22412,зображенням,I-object_type
22413,св,O
22414,Григорія,O
22415,Богослова,O
22416,та,O
22417,св,O
22418,Йоанна,O
22419,Золотоустого,O
22420,Фреска,B-object_type
22421,розташована,O
22422,на,I-inscription_type
22423,північній,O
22424,стороні,O
22425,апсиди,I-object_type
22426,хрещальні,I-object_type
22427,Образи,O
22428,святителів,O
22429,надійно,O
22430,ідентифікуються,O
22431,за,O
22432,іконографією193,O
22433,Структура,O
22434,фрескового,O
22435,тиньку,O
22436,ХІІ,O
22437,ст.194,O
22438,відзначається,O
22439,більшою,O
22440,крихкістю,O
22441,порівняно,O
22442,з,I-object_type
22443,розчином,O
22444,ХІ,O
22445,ст.,O
22446,тому,O
22447,під,I-object_type
22448,тиском,O
22449,різця,O
22450,він,O
22451,сильно,O
22452,кришиться,O
22453,а,O
22454,під,I-object_type
22455,дією,O
22456,природних,O
22457,чинників,O
22458,з,I-object_type
22459,часом,O
22460,прорізи,O
22461,сильно,O
22462,розши-,O
22463,рюються,O
22464,що,O
22465,перешкоджає,O
22466,їх,O
22467,впевненій,O
22468,ідентифікації,O
22469,Так,O
22470,само,O
22471,через,O
22472,крихкість,O
22473,тиньку,O
22474,ХІІ,O
22475,ст.,O
22476,на,I-inscription_type
22477,поверхні,O
22478,фрески,I-object_type
22479,знаходиться,O
22480,величезна,O
22481,кількість,O
22482,вибоїв,O
22483,що,O
22484,нині,O
22485,закриті,O
22486,реставраційною,O
22487,шпаклівкою,O
22488,Окрім,O
22489,того,O
22490,в,O
22491,апсиді,O
22492,наявні,O
22493,пізні,O
22494,написи,O
22495,пе-,O
22496,реважно,O
22497,другої,O
22498,половини,O
22499,1940-х,O
22500,1950-х,O
22501,рр,O
22502,нанесені,O
22503,тоді,O
22504,коли,O
22505,до,O
22506,хрещальні,I-object_type
22507,був,O
22508,відкритий,O
22509,доступ,O
22510,відвідувачів,O
22511,більша,O
22512,частина,I-other
22513,їх,O
22514,також,O
22515,закрита,O
22516,реставраційною,O
22517,шпаклівкою,O
22518,такі,O
22519,написи,O
22520,до,O
22521,Корпусу,O
22522,не,O
22523,включені,O
22524,Структура,O
22525,тиньку,O
22526,разом,O
22527,з,I-object_type
22528,піз-,O
22529,нішими,O
22530,пошкодженнями,O
22531,зумовила,O
22532,погане,O
22533,збереження,O
22534,епіграфічних,O
22535,пам'яток,O
22536,на,I-inscription_type
22537,цій,O
22538,ділянці,O
22539,яких,O
22540,зараз,O
22541,нараховуємо,O
22542,тридцять,O
22543,Цим,O
22544,графіті,B-inscription_type
22545,надані,O
22546,порядкові,O
22547,номері,O
22548,від,O
22549,Графіті,B-inscription
22550,№,O
22551,4281,O
22552,табл,O
22553,ХСV,O
22554,4,O
22555,Розташування,B-other
22556,Висота,O
22557,від,O
22558,сучасної,O
22559,підлоги,O
22560,100,O
22561,см,O
22562,відстань,O
22563,від,O
22564,лівого,O
22565,ребра,O
22566,Опис,B-inscription
22567,Поверхя,O
22568,стіни,I-object_type
22569,в,O
22570,місці,O
22571,розташування,O
22572,напису,I-preservation_state
22573,сильно,O
22574,пошкоджена,O
22575,тож,O
22576,час-,O
22577,тина,O
22578,складових,O
22579,не,O
22580,простежується,O
22581,і---,O
22582,іоан҇,O
22583,иларионⷡⷡи,O
22584,З,O
22585,розбивкою,O
22586,на,I-inscription_type
22587,слова,O
22588,наявний,O
22589,текст,O
22590,виглядає,O
22591,таким,O
22592,чином,O
22593,Іоан(ъ,O
22594,Иларион(о)ви[ч](ь,O
22595,30,O
22596,и]ю[нѧ,O
22597,Йоанн,O
22598,Іларіонович,O
22599,30,O
22600,червня,O
22601,Датування,B-dating_criteria
22602,Кінець,O
22603,XVI,O
22604,кінець,O
22605,XVII,O
22606,ст.,O
22607,за,O
22608,формою,O
22609,прорізів,O
22610,та,O
22611,скорописними,O
22612,формами,O
22613,написання,O
22614,літер,O
22615,Категорія,O
22616,Пам'ятний,O
22617,напис,I-inscription_type
22618,Графіті,B-inscription
22619,№,O
22620,4282,O
22621,табл,O
22622,ХСVІ,O
22623,1,O
22624,Розташування,B-other
22625,Висота,O
22626,від,O
22627,сучасної,O
22628,підлоги,O
22629,146,O
22630,см,O
22631,відстань,O
22632,від,O
22633,лівого,O
22634,ребра,O
22635,Опис,B-inscription
22636,Тиньк,B-material
22637,в,O
22638,місці,O
22639,розташування,O
22640,напису,I-preservation_state
22641,пошкоджений,O
22642,вибоями,O
22643,тому,O
22644,частина,I-other
22645,його,O
22646,складових,O
22647,не,O
22648,простежується,O
22649,п,O
22650,мꙗни,O
22651,ги,O
22652,евъфимю,O
22653,|,O
22654,к-ⷭанина,O
22655,З,O
22656,відновленням,O
22657,втрачених,O
22658,фрагментів,O
22659,текст,O
22660,виглядає,O
22661,таким,O
22662,чином,O
22663,П[о]мꙗни,O
22664,Г(оспод)и,O
22665,Евъфимию,O
22666,К[о]стантина,O
22667,Пом'яни,O
22668,Господи,O
22669,Євфимію,O
22670,та,O
22671,Костянтина,O
22672,Датування,B-dating_criteria
22673,Кінець,O
22674,XVI,O
22675,кінець,O
22676,XVII,O
22677,ст.,O
22678,за,O
22679,формою,O
22680,прорізів,O
22681,та,O
22682,скорописними,O
22683,формами,O
22684,написання,O
22685,літер,O
22686,Категорія,O
22687,Молитовний,O
22688,напис,I-inscription_type
22689,Графіті,B-inscription
22690,№,O
22691,4283,O
22692,табл,O
22693,ХСVІ,O
22694,2,O
22695,Розташування,B-other
22696,Висота,O
22697,від,O
22698,сучасної,O
22699,підлоги,O
22700,113,O
22701,см,O
22702,відстань,O
22703,від,O
22704,лівого,O
22705,ребра,O
22706,Опис,B-inscription
22707,Складові,O
22708,напису,I-preservation_state
22709,пошкоджені,O
22710,вибоями,O
22711,закінчення,O
22712,не,O
22713,збереглось,O
22714,маи,O
22715,сос----,O
22716,Оскільки,O
22717,закінчення,O
22718,напису,I-preservation_state
22719,знищене,O
22720,обвалом,O
22721,тиньку,O
22722,то,O
22723,встановити,O
22724,родове,O
22725,ім'я,O
22726,автора,O
22727,графіті,B-inscription_type
22728,не,O
22729,виявляється,O
22730,за,O
22731,можливе,O
22732,Особове,O
22733,ім'я,O
22734,збереглось,O
22735,добре,O
22736,воно,O
22737,чітко,O
22738,читається,O
22739,як,O
22740,Мартин,O
22741,Мартин,O
22742,Датування,B-dating_criteria
22743,Кінець,O
22744,XVI,O
22745,кінець,O
22746,XVII,O
22747,ст.,O
22748,за,O
22749,формою,O
22750,прорізів,O
22751,та,O
22752,скорописними,O
22753,формами,O
22754,написання,O
22755,літер,O
22756,Категорія,O
22757,Пам'ятний,O
22758,напис,I-inscription_type
22759,Графіті,B-inscription
22760,№,O
22761,4284,O
22762,табл,O
22763,ХСVІІ,O
22764,1,O
22765,Розташування,B-other
22766,Висота,O
22767,від,O
22768,сучасної,O
22769,підлоги,O
22770,105,O
22771,см,O
22772,відстань,O
22773,від,O
22774,лівого,O
22775,ребра,O
22776,Опис,B-inscription
22777,Напис,O
22778,практично,O
22779,повністю,O
22780,знищений,O
22781,вибоями,O
22782,залишилась,O
22783,тільки,O
22784,літера,O
22785,Ꙗ,O
22786,та,O
22787,фрагмент,O
22788,ще,O
22789,однієї,O
22790,літери,O
22791,за,O
22792,нею,O
22793,Датування,B-dating_criteria
22794,Кінець,O
22795,XVI,O
22796,кінець,O
22797,XVII,O
22798,ст.,O
22799,за,O
22800,формою,O
22801,прорізів,O
22802,та,O
22803,скорописними,O
22804,формами,O
22805,написання,O
22806,літер,O
22807,Категорія,O
22808,Фрагмент,O
22809,напису,I-preservation_state
22810,Графіті,B-inscription
22811,№,O
22812,4285,O
22813,табл,O
22814,ХСVІІ,O
22815,2,O
22816,Розташування,B-other
22817,Висота,O
22818,від,O
22819,сучасної,O
22820,підлоги,O
22821,105,O
22822,см,O
22823,відстань,O
22824,від,O
22825,лівого,O
22826,ребра,O
22827,Опис,B-inscription
22828,На,O
22829,поверхні,O
22830,фрески,I-object_type
22831,виконаний,O
22832,малюнок,B-decoration
22833,чотириконечного,O
22834,хреста,O
22835,Основа,O
22836,щогли,I-object_type
22837,спирається,O
22838,на,I-inscription_type
22839,відкриту,O
22840,донизу,O
22841,прямокутну,O
22842,одноступінчасту,O
22843,Голгофу,O
22844,У,O
22845,вер-,O
22846,хній,O
22847,частині,O
22848,щогли,I-object_type
22849,прокреслене,O
22850,відкрите,O
22851,донизу,O
22852,півколо,O
22853,Обабіч,O
22854,кінців,O
22855,перекладини,O
22856,проскреслені,O
22857,літери,O
22858,ІС,O
22859,ХС.,O
22860,Датування,B-dating_criteria
22861,Друга,O
22862,чверть,O
22863,XІI,O
22864,кінець,O
22865,XVI,O
22866,ст.,O
22867,за,O
22868,формою,O
22869,прорізів,O
22870,Категорія,O
22871,Хрести,O
22872,монограми,O
22873,теонімограми,O
22874,Графіті,B-inscription
22875,№,O
22876,4286,O
22877,табл,O
22878,ХСVІІ,O
22879,3,O
22880,Розташування,B-other
22881,Висота,O
22882,від,O
22883,сучасної,O
22884,підлоги,O
22885,121,O
22886,см,O
22887,відстань,O
22888,від,O
22889,лівого,O
22890,ребра,O
22891,Опис,B-inscription
22892,На,O
22893,початку,O
22894,однорядкового,O
22895,напису,I-preservation_state
22896,читаються,O
22897,літери,O
22898,РИ,O
22899,Далі,O
22900,простежуються,O
22901,сильно,O
22902,пошкоджені,O
22903,ерозією,O
22904,літери,O
22905,що,O
22906,не,O
22907,можуть,O
22908,через,O
22909,це,O
22910,бути,O
22911,впевнено,O
22912,ідентифіковані,O
22913,над,O
22914,ними,O
22915,помітна,O
22916,надрядкова,O
22917,Д.,O
22918,Наприкінці,O
22919,рядка,O
22920,впевнено,O
22921,ідентифікуються,O
22922,літери,O
22923,РИ,O
22924,На,O
22925,жаль,O
22926,через,O
22927,втрати,O
22928,реконструювати,O
22929,текст,O
22930,не,O
22931,виявляється,O
22932,за,O
22933,можливе,O
22934,Датування,B-dating_criteria
22935,Кінець,O
22936,XVI,O
22937,кінець,O
22938,XVII,O
22939,ст.,O
22940,за,O
22941,формою,O
22942,прорізів,O
22943,та,O
22944,скорописними,O
22945,формами,O
22946,написання,O
22947,літер,O
22948,Категорія,O
22949,Фрагмент,O
22950,напису,I-preservation_state
22951,Графіті,B-inscription
22952,№,O
22953,4287,O
22954,табл,O
22955,ХСVІІ,O
22956,4,O
22957,Розташування,B-other
22958,Висота,O
22959,від,O
22960,сучасної,O
22961,підлоги,O
22962,100,O
22963,см,O
22964,відстань,O
22965,від,O
22966,лівого,O
22967,ребра,O
22968,Опис,B-inscription
22969,На,O
22970,поверхні,O
22971,фрески,I-object_type
22972,прокреслена,O
22973,фігура,O
22974,в,O
22975,основу,O
22976,якої,O
22977,покладене,O
22978,коло,O
22979,а,O
22980,поруч,O
22981,по,O
22982,обидва,O
22983,боки,O
22984,находяться,O
22985,хвилясті,O
22986,лінії,O
22987,Датування,B-dating_criteria
22988,Друга,O
22989,чверть,O
22990,XІI,O
22991,кінець,O
22992,XVI,O
22993,ст.,O
22994,за,O
22995,формою,O
22996,прорізів,O
22997,Категорія,O
22998,Емблеми,O
22999,Графіті,B-inscription
23000,№,O
23001,4288,O
23002,табл,O
23003,ХСVІІІ,O
23004,1,O
23005,Розташування,B-other
23006,Висота,O
23007,від,O
23008,сучасної,O
23009,підлоги,O
23010,133,O
23011,см,O
23012,відстань,O
23013,від,O
23014,лівого,O
23015,ребра,O
23016,Опис,B-inscription
23017,Напис,O
23018,сильно,O
23019,пошкоджений,O
23020,вибоями,O
23021,простежується,O
23022,літера,O
23023,А,O
23024,на,I-inscription_type
23025,початку,O
23026,збереженої,O
23027,частини,O
23028,рядка,O
23029,та,O
23030,склад,O
23031,МО,O
23032,наприкінці,O
23033,Датування,B-dating_criteria
23034,Кінець,O
23035,XVI,O
23036,кінець,O
23037,XVII,O
23038,ст.,O
23039,за,O
23040,формою,O
23041,прорізів,O
23042,та,O
23043,скорописними,O
23044,формами,O
23045,написання,O
23046,літер,O
23047,Категорія,O
23048,Фрагмент,O
23049,напису,I-preservation_state
23050,Графіті,B-inscription
23051,№,O
23052,4289,O
23053,табл,O
23054,ХСVІІІ,O
23055,2,O
23056,Розташування,B-other
23057,Висота,O
23058,від,O
23059,сучасної,O
23060,підлоги,O
23061,108,O
23062,см,O
23063,відстань,O
23064,від,O
23065,лівого,O
23066,ребра,O
23067,Опис,B-inscription
23068,На,O
23069,поверхні,O
23070,ще,O
23071,вологого,O
23072,фрескового,O
23073,тиньку,O
23074,було,O
23075,прокреслене,O
23076,велике,O
23077,коло,O
23078,всередині,O
23079,якого,O
23080,містилося,O
23081,приблизно,O
23082,вдвічі,O
23083,менше,O
23084,коло,O
23085,Датування,B-dating_criteria
23086,Друга,O
23087,чверть,O
23088,XII,O
23089,ст.,O
23090,за,O
23091,формою,O
23092,прорізів,O
23093,Категорія,O
23094,Емблеми,O
23095,Графіті,B-inscription
23096,№,O
23097,4290,O
23098,табл,O
23099,ХСVІІІ,O
23100,3,O
23101,Розташування,B-other
23102,Висота,O
23103,від,O
23104,сучасної,O
23105,підлоги,O
23106,102,O
23107,см,O
23108,відстань,O
23109,від,O
23110,лівого,O
23111,ребра,O
23112,Опис,B-inscription
23113,Поверхня,O
23114,стіни,I-object_type
23115,в,O
23116,місці,O
23117,розташування,O
23118,напису,I-preservation_state
23119,пошкоджена,O
23120,права,O
23121,частина,I-other
23122,знищена,O
23123,обвалом,O
23124,тиньку,O
23125,въ--,O
23126,|,O
23127,дь--,O
23128,|,O
23129,-----|,O
23130,к--,O
23131,Через,O
23132,пошкодження,O
23133,може,O
23134,бути,O
23135,відновлена,O
23136,тільки,O
23137,частина,I-other
23138,напису,I-preservation_state
23139,Въ,O
23140,дь[нь,O
23141,У,O
23142,день,O
23143,Датування,B-dating_criteria
23144,Друга,O
23145,чверть,O
23146,XII,O
23147,початок,O
23148,ХІІІ,O
23149,ст.,O
23150,за,O
23151,формою,O
23152,написання,O
23153,А,O
23154,подіб-,O
23155,ної,O
23156,д,O
23157,Категорія,O
23158,Пам'ятний,O
23159,напис,I-inscription_type
23160,Графіті,B-inscription
23161,№,O
23162,4291,O
23163,табл,O
23164,ХСVІІІ,O
23165,4,O
23166,Розташування,B-other
23167,Висота,O
23168,від,O
23169,сучасної,O
23170,підлоги,O
23171,50,O
23172,см,O
23173,відстань,O
23174,від,O
23175,лівого,O
23176,ребра,O
23177,Опис,B-inscription
23178,Тиньк,B-material
23179,в,O
23180,місці,O
23181,розташування,O
23182,дворядкового,O
23183,напису,I-preservation_state
23184,сильно,O
23185,пошкоджений,O
23186,вибоями,O
23187,у,I-object_type
23188,верхньому,O
23189,рядку,O
23190,помітний,O
23191,склад,O
23192,ГА,O
23193,у,I-object_type
23194,нижньому,O
23195,під,I-object_type
23196,ним,O
23197,склад,O
23198,НА,O
23199,Датування,B-dating_criteria
23200,Кінець,O
23201,XVI,O
23202,кінець,O
23203,XVII,O
23204,ст.,O
23205,за,O
23206,формою,O
23207,прорізів,O
23208,та,O
23209,скорописними,O
23210,формами,O
23211,написання,O
23212,літер,O
23213,Категорія,O
23214,Фрагмент,O
23215,напису,I-preservation_state
23216,Графіті,B-inscription
23217,№,O
23218,4292,O
23219,табл,O
23220,ХСІХ,O
23221,1,O
23222,Розташування,B-other
23223,Висота,O
23224,від,O
23225,сучасної,O
23226,підлоги,O
23227,90,O
23228,см,O
23229,відстань,O
23230,від,O
23231,лівого,O
23232,ребра,O
23233,95,O
23234,см,O
23235,Опис,B-inscription
23236,Поверхня,O
23237,фрескового,O
23238,тиньку,O
23239,пошкоджена,O
23240,вибоями,O
23241,тому,O
23242,більша,O
23243,частина,I-other
23244,складових,O
23245,напису,I-preservation_state
23246,не,O
23247,збереглась,O
23248,---цркт----,O
23249,|,O
23250,----҃наг---,O
23251,|,O
23252,г͠ъ---,O
23253,Через,O
23254,значні,O
23255,пошкодження,O
23256,можемо,O
23257,впевнено,O
23258,прочитати,O
23259,тільки,O
23260,слово,O
23261,цр(ь)кы,O
23262,церква,I-monument_subtype
23263,у,I-object_type
23264,верхньому,O
23265,рядку,O
23266,та,O
23267,г(осподин)ъ,O
23268,пан,O
23269,Датування,B-dating_criteria
23270,Друга,O
23271,чверть,O
23272,XІI,O
23273,початок,O
23274,XІV,O
23275,ст.,O
23276,за,O
23277,формою,O
23278,написання,O
23279,прямо-,O
23280,лінійної,O
23281,р,O
23282,та,O
23283,ы,O
23284,молоточком,O
23285,Категорія,O
23286,Фрагмент,O
23287,напису,I-preservation_state
23288,Графіті,B-inscription
23289,№,O
23290,4293,O
23291,табл,O
23292,ХСІХ,O
23293,2,O
23294,Розташування,B-other
23295,Висота,O
23296,від,O
23297,сучасної,O
23298,підлоги,O
23299,84,O
23300,см,O
23301,відстань,O
23302,від,O
23303,лівого,O
23304,ребра,O
23305,37,O
23306,см,O
23307,Опис,B-inscription
23308,Поверхня,O
23309,фрескового,O
23310,тиньку,O
23311,вкрита,O
23312,вибоями,O
23313,тому,O
23314,загальну,O
23315,кількість,O
23316,скла-,O
23317,дових,O
23318,трирядкового,O
23319,напису,I-preservation_state
23320,визначити,O
23321,неможливо,O
23322,Наявні,O
23323,літери,O
23324,пошкоджені,O
23325,настільки,O
23326,що,O
23327,часто,O
23328,не,O
23329,можуть,O
23330,бути,O
23331,впевнено,O
23332,ідентифіковані,O
23333,У,O
23334,верхньому,O
23335,рядку,O
23336,чітко,O
23337,читається,O
23338,літера,O
23339,А,O
23340,наприкінці,O
23341,рядка,O
23342,у,I-object_type
23343,середньому,O
23344,склад,O
23345,ТА,O
23346,посередині,O
23347,у,I-object_type
23348,нижньому,O
23349,літера,O
23350,Н.,O
23351,Датування,B-dating_criteria
23352,Кінець,O
23353,XVI,O
23354,кінець,O
23355,XVII,O
23356,ст.,O
23357,за,O
23358,формою,O
23359,прорізів,O
23360,та,O
23361,скорописними,O
23362,формами,O
23363,написання,O
23364,літер,O
23365,Категорія,O
23366,Фрагмент,O
23367,напису,I-preservation_state
23368,Графіті,B-inscription
23369,№,O
23370,4294,O
23371,табл,O
23372,ХСІХ,O
23373,3,O
23374,Розташування,B-other
23375,Висота,O
23376,від,O
23377,сучасної,O
23378,підлоги,O
23379,91	5,O
23380,см,O
23381,відстань,O
23382,від,O
23383,лівого,O
23384,ребра,O
23385,Опис,B-inscription
23386,Напис,O
23387,сильно,O
23388,пошкоджений,O
23389,вибоями,O
23390,тому,O
23391,частина,I-other
23392,складових,O
23393,у,I-object_type
23394,середній,O
23395,частині,O
23396,не,O
23397,збереглась,O
23398,г͠ипом,O
23399,мꙗ,O
23400,З,O
23401,відновленням,O
23402,втрачених,O
23403,фрагментів,O
23404,текст,O
23405,виглядає,O
23406,таким,O
23407,чином,O
23408,Г(оспод)и,O
23409,пом[ꙗни,O
23410,мꙗ.,O
23411,Господи,O
23412,пом'яни,O
23413,мене,O
23414,Датування,B-dating_criteria
23415,Кінець,O
23416,XVI,O
23417,кінець,O
23418,XVII,O
23419,ст.,O
23420,за,O
23421,формою,O
23422,прорізів,O
23423,та,O
23424,скорописними,O
23425,формами,O
23426,написання,O
23427,літер,O
23428,Категорія,O
23429,Молитовний,O
23430,напис,I-inscription_type
23431,Графіті,B-inscription
23432,№,O
23433,4295,O
23434,табл,O
23435,С,O
23436,Розташування,B-other
23437,Висота,O
23438,від,O
23439,сучасної,O
23440,підлоги,O
23441,86,O
23442,см,O
23443,відстань,O
23444,від,O
23445,лівого,O
23446,ребра,O
23447,Опис,B-inscription
23448,Поверхня,O
23449,стіни,I-object_type
23450,в,O
23451,місці,O
23452,розташування,O
23453,напису,I-preservation_state
23454,сильно,O
23455,пошкоджена,O
23456,тому,O
23457,частина,I-other
23458,його,O
23459,складових,O
23460,не,O
23461,збереглась,O
23462,г----о,O
23463,|,O
23464,ꙁ------оемꙋ,O
23465,|,O
23466,--ефаноу---,O
23467,|,O
23468,пав195едоро---,O
23469,|,O
23470,га--,O
23471,|,O
23472,гедѵл---о---,O
23473,|,O
23474,п,O
23475,рабусв---,O
23476,|,O
23477,ост-,O
23478,|,O
23479,пану,O
23480,Через,O
23481,низку,O
23482,втрат,O
23483,повна,O
23484,реконструкція,O
23485,тексту,O
23486,ускладнена,O
23487,відновленню,O
23488,підля-,O
23489,гають,O
23490,тільки,O
23491,початок,O
23492,та,O
23493,закінчення,O
23494,напису,I-preservation_state
23495,Г(оспод)[и,O
23496,пом]ози,O
23497,св]оемꙋ,O
23498,Ст]ефаноу,O
23499,Пав(лоу,O
23500,едороу,O
23501,рабу,O
23502,св[оему,O
23503,и,O
23504,Ио[ану,O
23505,Ст[е]пану,O
23506,вибою,O
23507,та,O
23508,контекстом,O
23509,Господи,O
23510,поможи,O
23511,своєму,O
23512,Стефану,O
23513,Павлу,O
23514,Федору,O
23515,рабу,O
23516,своєму,O
23517,та,O
23518,Йоанну,O
23519,Степану,O
23520,Остання,O
23521,фраза,O
23522,від,O
23523,слів,O
23524,рабу,O
23525,своєму,O
23526,була,O
23527,дописана,O
23528,до,O
23529,основного,O
23530,тексту,O
23531,проте,O
23532,тим,O
23533,же,O
23534,інструментом,O
23535,і,O
23536,тим,O
23537,самим,O
23538,автором,O
23539,Стефаном,O
23540,Датування,B-dating_criteria
23541,Кінець,O
23542,XІІI,O
23543,перша,O
23544,чверть,O
23545,XІV,O
23546,ст.,O
23547,за,O
23548,формою,O
23549,написання,O
23550,в,O
23551,г,O
23552,та,O
23553,п,O
23554,з,I-object_type
23555,виступами,O
23556,зверху,O
23557,б,O
23558,з,I-object_type
23559,високою,O
23560,петлею,O
23561,д,O
23562,із,O
23563,довгими,O
23564,ніжками,O
23565,Ъ,O
23566,подібної,O
23567,з,I-object_type
23568,прямо-,O
23569,лінійної,O
23570,р,O
23571,з,I-object_type
23572,округлою,O
23573,петлею,O
23574,або,O
23575,криволінійної,O
23576,з,I-object_type
23577,петлею,O
23578,кутом,O
23579,донизу,O
23580,Категорія,O
23581,Молитовний,O
23582,напис,I-inscription_type
23583,Графіті,B-inscription
23584,№,O
23585,4296,O
23586,табл,O
23587,СІ,O
23588,1,O
23589,Розташування,B-other
23590,Висота,O
23591,від,O
23592,сучасної,O
23593,підлоги,O
23594,75	5,O
23595,см,O
23596,відстань,O
23597,від,O
23598,лівого,O
23599,ребра,O
23600,Опис,B-inscription
23601,Напис,O
23602,сильно,O
23603,пошкоджений,O
23604,вибоями,O
23605,збереглись,O
23606,тільки,O
23607,окремі,O
23608,літери,O
23609,М,O
23610,у,I-object_type
23611,верхньому,O
23612,рядку,O
23613,та,O
23614,склад,O
23615,ЛꙊ,O
23616,в,O
23617,нижньому,O
23618,Датування,B-dating_criteria
23619,Кінець,O
23620,XVI,O
23621,кінець,O
23622,XVII,O
23623,ст.,O
23624,за,O
23625,формою,O
23626,прорізів,O
23627,та,O
23628,скорописними,O
23629,формами,O
23630,написання,O
23631,літер,O
23632,Категорія,O
23633,Фрагмент,O
23634,напису,I-preservation_state
23635,Графіті,B-inscription
23636,№,O
23637,4297,O
23638,табл,O
23639,СІ,O
23640,2,O
23641,Розташування,B-other
23642,Висота,O
23643,від,O
23644,сучасної,O
23645,підлоги,O
23646,91,O
23647,см,O
23648,відстань,O
23649,від,O
23650,лівого,O
23651,ребра,O
23652,18,O
23653,см,O
23654,Опис,B-inscription
23655,Поверхня,O
23656,стіни,I-object_type
23657,в,O
23658,місці,O
23659,розташування,O
23660,напису,I-preservation_state
23661,сильно,O
23662,пошкоджена,O
23663,У,O
23664,вер-,O
23665,хньому,O
23666,рядку,O
23667,збереглись,O
23668,літери,O
23669,К,O
23670,та,O
23671,на,I-inscription_type
23672,деякій,O
23673,відстані,O
23674,О.,O
23675,У,O
23676,нижньому,O
23677,рядку,O
23678,помітні,O
23679,літери,O
23680,АѲА,O
23681,які,O
23682,найвірогідніше,O
23683,розглядати,O
23684,як,O
23685,початок,O
23686,імені,I-epigraphic_shorthand
23687,Аа[насии,O
23688,Атанасій,O
23689,Датування,B-dating_criteria
23690,Кінець,O
23691,XVI,O
23692,кінець,O
23693,XVII,O
23694,ст.,O
23695,за,O
23696,формою,O
23697,прорізів,O
23698,та,O
23699,скорописними,O
23700,формами,O
23701,написання,O
23702,літер,O
23703,Категорія,O
23704,Пам'ятний,O
23705,напис,I-inscription_type
23706,Графіті,B-inscription
23707,№,O
23708,4298,O
23709,табл,O
23710,СІ,O
23711,3,O
23712,Розташування,B-other
23713,Висота,O
23714,від,O
23715,сучасної,O
23716,підлоги,O
23717,105	5,O
23718,см,O
23719,відстань,O
23720,від,O
23721,лівого,O
23722,ребра,O
23723,Опис,B-inscription
23724,Складові,O
23725,напису,I-preservation_state
23726,сильно,O
23727,пошкоджені,O
23728,ерозією,O
23729,тому,O
23730,не,O
23731,можуть,O
23732,бути,O
23733,впев-,O
23734,нено,O
23735,ідентифіковані,O
23736,Датування,B-dating_criteria
23737,Друга,O
23738,чверть,O
23739,XІI,O
23740,кінець,O
23741,XVII,O
23742,ст.,O
23743,за,O
23744,формою,O
23745,прорізів,O
23746,Категорія,O
23747,Фрагмент,O
23748,напису,I-preservation_state
23749,Графіті,B-inscription
23750,№,O
23751,4299,O
23752,табл,O
23753,СІ,O
23754,4,O
23755,Розташування,B-other
23756,Висота,O
23757,від,O
23758,сучасної,O
23759,підлоги,O
23760,75,O
23761,см,O
23762,відстань,O
23763,від,O
23764,лівого,O
23765,ребра,O
23766,35,O
23767,см,O
23768,Опис,B-inscription
23769,На,O
23770,фресці,I-inscription_type
23771,збереглись,O
23772,літери,O
23773,ЛА,O
23774,та,O
23775,фрагменти,O
23776,ще,O
23777,двох,O
23778,літер,O
23779,за,O
23780,ними,O
23781,Найвірогідніше,O
23782,реконструювати,O
23783,текст,O
23784,як,O
23785,ім'я,O
23786,Ла[рионъ,O
23787,Іларіон,O
23788,Датування,B-dating_criteria
23789,Кінець,O
23790,XVI,O
23791,кінець,O
23792,XVII,O
23793,ст.,O
23794,за,O
23795,формою,O
23796,прорізів,O
23797,та,O
23798,скорописними,O
23799,формами,O
23800,написання,O
23801,літер,O
23802,Категорія,O
23803,Пам'ятний,O
23804,напис,I-inscription_type
23805,Графіті,B-inscription
23806,№,O
23807,4300,O
23808,табл,O
23809,СІІ,O
23810,1,O
23811,Розташування,B-other
23812,Висота,O
23813,від,O
23814,сучасної,O
23815,підлоги,O
23816,89	5,O
23817,см,O
