Графіті №,табл,Розташування,Опис,Датування,Категорія
4284 ,"ХСVІІ, 1","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Напис практично повністю знищений вибоями, залишилась тільки літера Ꙗ та фрагмент ще однієї літери за нею.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']","['Фрагмент', 'напису']"
4285 ,"ХСVІІ, 2","['Висота', 'підлоги', 'см', 'відстань', 'ребра']",На поверхні фрески виконаний малюнок чотириконечного хреста. Основа щогли спирається на відкриту донизу прямокутну одноступінчасту Голгофу. У вер- хній частині щогли прокреслене відкрите донизу півколо. Обабіч кінців перекладини проскреслені літери ІС ХС.,"['чверть', 'кінець', 'ст.', 'формою', 'прорізів']","['Хрести', 'монограми', 'теонімограми']"
4286 ,"ХСVІІ, 3","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","На початку однорядкового напису читаються літери РИ. Далі простежуються сильно пошкоджені ерозією літери, що не можуть через це бути впевнено ідентифіковані, над ними помітна надрядкова Д. Наприкінці рядка впевнено ідентифікуються літери РИ. На жаль, через втрати, реконструювати текст не виявляється за можливе.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']","['Фрагмент', 'напису']"
4287 ,"ХСVІІ, 4","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","На поверхні фрески прокреслена фігура, в основу якої покладене коло, а поруч по обидва боки находяться хвилясті лінії.","['чверть', 'кінець', 'ст.', 'формою', 'прорізів']",['Емблеми']
4288 ,"ХСVІІІ, 1","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Напис сильно пошкоджений вибоями, простежується літера А на початку збереженої частини рядка та склад МО наприкінці.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']","['Фрагмент', 'напису']"
4289 ,"ХСVІІІ, 2","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","На поверхні ще вологого фрескового тиньку було прокреслене велике коло, всередині якого містилося приблизно вдвічі менше коло.","['чверть', 'ст.', 'формою', 'прорізів']",['Емблеми']
4290 ,"ХСVІІІ, 3","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Поверхня стіни в місці розташування напису пошкоджена, права частина знищена обвалом тиньку: въ-- | дь-- | -----| к-- Через пошкодження може бути відновлена тільки частина напису: Въ ... дь[нь]... У ... день...","['чверть', 'початок', 'ст.', 'формою', 'написання', 'А', 'подіб-', 'д']",['напис']
4291 ,"ХСVІІІ, 4","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Тиньк в місці розташування дворядкового напису сильно пошкоджений вибоями, у верхньому рядку помітний склад ГА, у нижньому під ним – склад НА.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']","['Фрагмент', 'напису']"
4292 ,"ХСІХ, 1","['Висота', 'підлоги', 'см', 'відстань', 'ребра', 'см']","Поверхня фрескового тиньку пошкоджена вибоями, тому більша частина складових напису не збереглась: ---цркт---- | ----҃наг--- | г͠ъ--- Через значні пошкодження можемо впевнено прочитати тільки слово цр(ь)кы 'церква' у верхньому рядку та г(осподин)ъ 'пан'.","['чверть', 'початок', 'ст.', 'формою', 'написання', 'прямо-', 'р', 'молоточком']","['Фрагмент', 'напису']"
4293 ,"ХСІХ, 2","['Висота', 'підлоги', 'см', 'відстань', 'ребра', 'см']","Поверхня фрескового тиньку вкрита вибоями, тому загальну кількість скла- дових трирядкового напису визначити неможливо. Наявні літери пошкоджені настільки, що часто не можуть бути впевнено ідентифіковані. У верхньому рядку чітко читається літера А наприкінці рядка, у середньому – склад ТА посередині, у нижньому – літера Н.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']","['Фрагмент', 'напису']"
4294 ,"ХСІХ, 3","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Напис сильно пошкоджений вибоями, тому частина складових у середній частині не збереглась: г͠ипом---мꙗ З відновленням втрачених фрагментів текст виглядає таким чином: Г(оспод)и пом[ꙗни] мꙗ. Господи, пом'яни мене.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
4295 ,С,"['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Поверхня стіни в місці розташування напису сильно пошкоджена, тому частина його складових не збереглась: г----о | ꙁ------оемꙋ | --ефаноу--- | пав195едоро--- | га-- | гедѵл---о--- | п рабусв--- | ост- | пану Через низку втрат повна реконструкція тексту ускладнена, відновленню підля- гають тільки початок та закінчення напису: Г(оспод)[и пом]ози ... [св]оемꙋ [Ст]ефаноу ... Пав(лоу) едороу ... рабу св[оему]... и Ио[ану], Ст[е]пану. вибою та контекстом. Господи, поможи ... своєму Стефану .., Павлу, Федору ... рабу своєму ... та Йоанну, Степану. Остання фраза від слів ""рабу своєму"" була дописана до основного тексту, проте тим же інструментом і тим самим автором – Стефаном.","['Кінець', 'чверть', 'ст.', 'формою', 'написання', 'в', 'г', 'п', 'виступами', 'петлею', 'ніжками', 'Ъ', 'прямо-', 'р', 'петлею', 'петлею', 'кутом']",['напис']
4296 ,"СІ, 1","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Напис сильно пошкоджений вибоями, збереглись тільки окремі літери – М у верхньому рядку та склад ЛꙊ в нижньому.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']","['Фрагмент', 'напису']"
4297 ,"СІ, 2","['Висота', 'підлоги', 'см', 'відстань', 'ребра', 'см']","Поверхня стіни в місці розташування напису сильно пошкоджена. У вер- хньому рядку збереглись літери К та, на деякій відстані, О. У нижньому рядку помітні літери АѲА, які, найвірогідніше, розглядати як початок імені Аа[насии] 'Атанасій'.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
4298 ,"СІ, 3","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Складові напису сильно пошкоджені ерозією, тому не можуть бути впев- нено ідентифіковані.","['чверть', 'кінець', 'ст.', 'формою', 'прорізів']","['Фрагмент', 'напису']"
4299 ,"СІ, 4","['Висота', 'підлоги', 'см', 'відстань', 'ребра', 'см']",На фресці збереглись літери ЛА та фрагменти ще двох літер за ними. Найвірогідніше реконструювати текст як ім'я Ла[рионъ] 'Іларіон'.,"['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
4300 ,"СІІ, 1","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Збереженість напису доволі добра, його складові чітко читаються як тра- диційне молитовне звернення: Сп(а)си мѧ. Спаси мене.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
4301 ,"СІІ, 2","['Висота', 'підлоги', 'см', 'відстань', 'ребра', 'см']","Початок та закінчення напису знищені обвалом тиньку, збереглось тільки словосполучення ра[ба] свого 'раба свого'.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
4302 ,"СІІІ, 1","['Висота', 'підлоги', 'см', 'відстань', 'ребра', 'см']","Напис практично повністю знищений вибоями. У верхньому рядку зали- шилась тільки літера П, у середньому – літера Г та, на деякій відстані, склад МИ, у нижньому – склад СО.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
4303 ,"СІІІ, 2","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Складові напису виконані доволі схематично, вони пошкоджені вибоями, тому впевнено можуть бути ідентифіковані тільки кілька з них – УГЛДВРВ у серед- ньому рядку, можливо ХЛ у верхньому та Б – в нижньому.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']","['Написи', 'зміст']"
4304 ,"СІV, 1","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Збереженість напису добра, його складовi чітко читаються: помѧ-игд | мѧ З відновленням втраченого фрагмента текст виглядає таким чином: Помѧ[н]и Г(оспо)д(и) мѧ. Пом'яни, Господи, мене.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
4305 ,"СІV, 2","['Висота', 'підлоги', 'см', 'відстань', 'ребра', 'см']","Початок та закінчення напису знищені вибоями, залишились тільки три літери від фрази [помѧн]и ра[ба] 'пом'яни раба'.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
4306 ,"СІV, 3","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Виконані голкою складові напису сильно затерті та пошкоджені вибоями. У верхньому рядку читається особове ім'я Павл 'Павло'. У нижньому літери зберег- лись гірше, впевнено ідентифікується тільки перша О. За структурою подібних гра- фіті, тут мало бути видряпане родове ім'я автора.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
4307 ,"СІV, 4","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Напис практично повністю знищений вибоєм, залишилась тільки частина літери У.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів']","['Фрагмент', 'напису']"
4308 ,"СІV, 5","['Висота', 'підлоги', 'см', 'відстань', 'ребра', 'см']",На фресці прокреслена літера П.,"['чверть', 'кінець', 'ст.', 'формою', 'прорізів']","['Абетки', 'склади', 'літери']"
4309 ,"СV, 1","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Напис зберігся добре, його складові чітко читаються як запис особового імені автора Ѧиⷦм 'Яким'.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів']",['напис']
4310 ,"СV, 2","['Висота', 'підлоги', 'см', 'відстань', 'ребра', 'см']",На фресці прокреслений простий чотириконечний хрест.,"['чверть', 'кінець', 'ст.', 'формою', 'прорізів']","['Хрести', 'монограми', 'теонімограми', 'Графіті', 'зображенням', 'орнаменту', 'Фреска', 'схилі', 'арки', 'фанер-', 'щитом', 'давнину', 'апсиду', 'галерею', 'собору', 'Збереженість', 'тиньку', 'добра', 'низку', 'вибоїв', 'поверхні', 'фрески', 'графіті', 'номер']"
4311 ,"СV, 3","['Висота', 'низу', 'закладу', 'арки', 'см', 'відстань', 'ребра']",На фресці по вогкому тиньку прокреслений малюнок простого чотири- конечного хреста.,"['чверть', 'ст.', 'формою', 'прорізів']","['Хрести', 'монограми', 'теонімограми', 'Графіті', 'фресці', 'зображенням', 'святителів', 'Фреска', 'стороні', 'апсиди', 'образи', 'разі', 'випадку', 'фрескою', 'стороні', 'струк-', 'туру', 'тиньку', 'ст.', 'прорізи', 'ідентифікації', 'літер', 'кількістю', 'вибоїв', 'поверхні', 'фрески', 'шпаклівкою', 'умови', 'збере-', 'ження', 'графіті', 'більшість', 'стороні', 'апсиди', 'графіті', 'но-', 'мері', '4312-го', '4347-го']"
4312 ,"СV, 4","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","На фресці прокреслені літери ПОМ, які найвірогідніше розглядати як ско- рочену форму дієслова-звернення пом(ѧни) 'пом'яни'.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
4313 ,"СV, 5","['Висота', 'підлоги', 'см', 'відстань', 'ребра']",На фресці прокреслена літера П.,"['Кінець', 'кінець', 'ст.', 'формою', 'прорізів']","['Абетки', 'склади', 'літери']"
4314 ,"СVІ, 1","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Права частина напису знищена обвалом тиньку. У верхньому рядку за- лишився склад МО та невеликий фрагмент щогли літери за ним. У нижньому рядку помітні літери ЕДО та щогла літери Р за ними. Зважаючи на структуру подібних на- писів, поширених у ранньомодерну добу, найвірогідніше реконструювати текст як особове та родове імена автора Мо[исеи] едор[рович] 'Мойсей Федорович'. Особа автора наразі не ідентифікована.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
4315 ,"СVІ, 2","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Поверхня стіни в місці розташування напису пошкоджена вибоями, які знищили частину його складових: пом--иги | р-б-свое-- З розбивкою на слова та відновленням втрачених фрагментів текст виглядає таким чином: Пом[ѧн]и Г(оспод)и р[а]б[а] свое[го]. Пом'яни, Господи, раба свого.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
4316 ,"СVІ, 3","['Висота', 'підлоги', 'см', 'відстань', 'ребра']",На фресці прокреслене дієслово-прохання помѧни 'пом'яни'.,"['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
4317 ,"СVІ, 4","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","На фресці прокреслена монограма імені Ісус Христос у вигляді літери Х, яку вертикально перетинає літера І. Утім, не виключена її інтерпретація як літери Ж, проте вона менш вірогідна.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів']","['Хрести', 'монограми', 'теонімограми']"
4318 ,"СVІІ, 1","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Поверхня стіни в місці розташування напису пошкоджена вибоями, тому частина складових не збереглась: п-мѧн | --ꙗ. З розбивкою на слова та відновленням втрачених фрагментів текст виглядає таким чином: П[о]мѧн[и м]ꙗ. Пом'яни мене.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
4319 ,"СVІІ, 2","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","На фресці прокреслене дієслово быⷧ 'був'. Вочевидь, напис лишився не- завершеним.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
4320 ,"СVІІ, 3","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Напис практично повністю знищений, залишилась тільки літера .","['чверть', 'кінець', 'ст.', 'формою', 'прорізів', 'формою', 'написання', 'перемичкою']","['Фрагмент', 'напису']"
4321 ,"СVІІ, 4","['Висота', 'підлоги', 'см', 'відстань', 'ребра']",На фресці прокреслене слово добро 'добро'.,"['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']","['слова', 'словосполучення']"
4322 ,"СVІІ, 5","['Висота', 'підлоги', 'см', 'відстань', 'ребра']",На фресці прокреслена літера П.,"['Кінець', 'кінець', 'ст.', 'формою', 'прорізів']","['Абетки', 'слова', 'літери']"
4323 ,"СVІІІ, 1","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","На фресці прокреслене особове ім'я автора запису Федо 'Федір' та літера Ж – найвірогідніше, початок незавершеного або скороченого родового імені.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
4324 ,"СVІІІ, 2","['Висота', 'підлоги', 'см', 'відстань', 'ребра']",На фресці прокреслений простий чотириконечний хрест.,"['чверть', 'кінець', 'ст.', 'формою', 'прорізів']","['Хрести', 'монограми', 'теонімограми']"
4325 ,"СVІІІ, 3","['Висота', 'підлоги', 'см', 'відстань', 'ребра']",На фресці прокреслений простий чотириконечний хрест.,"['чверть', 'кінець', 'ст.', 'формою', 'прорізів']","['Хрести', 'монограми', 'теонімограми']"
4326 ,"СVІІІ, 4","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","На фресці помітна невеличка літера Р, яка є єдиною складовою напису.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів']","['Абетки', 'склади', 'літери']"
4327 ,"СVІІІ, 5","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Напис повністю знищений вибоями, на поверхні тиньку помітна тільки нижня петля літери В.","['чверть', 'середина', 'ст.', 'формою', 'написання', 'петлею']","['Фрагмент', 'напису']"
4328 ,"СVІІІ, 6","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Напис повністю знищений вибоями. У верхньому рядку помітні пошкод- жені літери ГДИ, у нижньому – МЕ та щогла наступної літери. З відновленням втрачених фрагментів наявний текст реконструюється таким чином: Г(оспо)ди [по]ме[ни]... Господи, пом'яни...","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
4329 ,"СІХ, 1","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Поверхня стіни в місці розташування напису пошкоджена кількома ви- боями та подряпинами, проте в цілому його складові збереглись добре: - ⷮбыⷧ рабъ б͠жи иоа | н- З відновленням втрачених фрагментів текст виглядає таким чином: Т[у]т был рабъ Б(о)жи(и) Иоан[ъ]. Тут був раб Божий Йоанн. Прикметно, що дві останні літери Йоанн переніс на інший рядок, оскільки йому заважав продовжувати текст запис Григорія (№ 4334).","['Кінець', 'ст.', 'р', 'формою', 'прорізів', 'фор-', 'мами', 'написання', 'літер', 'особливостями', 'розташування']",['напис']
4330 ,"СІХ, 2","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Поверхня стіни в місці розташування напису пошкоджена кількома ви- боями, особливо постраждало закінчення рядка: молилиг͠а-ом З розбивкою на слова та відновленням втрачених фрагментів текст виглядає таким чином: Молили Г(оспод)а [п]ом(ѧни). Молили Господа, пом'яни.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
4331 ,"СХ, 1","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Напис сильно пошкоджений вибоями, особливо постраждав верхній рядок. За наявними складовими напис може бути прочитаний як особове та родове імена автора Maciej Domansky 'Мацей Доманський'. Автор напису походив з родини Доманських (герб Ларисса)196, особа з таким ім'ям згадується наприкінці XVI ст.197, що не суперечить датуванню графіті.","['Кінець', 'ст.', 'формою', 'прорізів', 'фактом', 'вживання', 'латиниці', 'аналізом']",['напис']
4332 ,"СХ, 2","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Напис виконаний дрібними літерами, частково пошкоджений вибоями та подряпиною. Тим не менше, його збереженість задовільна й текст повністю підлягає прочитанню: Anna Laszczo[wa] 'Анна Лящова'. Авторка напису походила з родини Лящ (герб Правдич)198. У цій родині було кілька осіб з таким ім'ям, які теоретично могли залишити свій автограф на стіні Свя- тої Софії у XVII ст.199 Проте найвірогідніше, авторкою напису була Анна Лящ, вдова Адама Жулинського († 1645 р.)200, дідича Новосілок201, що знаходяться неподалік від Києва202. Тож Анна мала добру нагоду відвідати Софійський собор.","['половина', 'ст.', 'формою', 'прорізів', 'фактом', 'вживання', 'латиниці', 'аналізом']",['напис']
4333 ,"СХ, 3","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Напис виконаний, як і в попередньому випадку, доволі дрібними літе- рами, частково пошкоджений вибоями та записом Мойсея Федоровича (№ 4315), який знищив закінчення напису. Тим не менше, текст повністю підлягає прочитанню: Piotr Stojows[ky] 'Петро Стойовський'. Автор напису походив з родини Стойовських (герб Тромби) Краківського воє- водства203. На жаль, відомостей про особу з таким ім'ям віднайти не вдалося.","['Кінець', 'ХVI', 'кінець', 'ст.', 'формою', 'прорізів', 'фактом', 'вжи-', 'вання', 'латиниці']",['напис']
4334 ,"СХ, 4","['Висота', 'підлоги', 'см', 'відстань', 'ребра', 'см']","Складові напису сильно пошкоджені вибоями, права частина не зберег- лась через вивал давнього тиньку: григор---- | 16-4 и--- З відновленням пропущених фрагментів наявний текст реконструюються так: Григор[ии] ... 16[3]4 и[юнѧ]... Григорій ..., 1634-го, червня...","['р', 'датуванням']",['напис']
4335 ,"СХІ, 1","['Висота', 'підлоги', 'см', 'відстань', 'ребра', 'с', 'Новосілки', 'району', 'області']","Напис пошкоджений вибоями. На початку рядка читається літера К, дали знаходиться вибій, який за контурами дозволяє реконструювати тут літеру У або Р, за нею – літери ЛИН, далі знов міститься округлий вибій, який знищив ще одну літеру.","['Кінець', 'кінець', 'ст.', 'формою', 'прорізів']","['Фрагмент', 'напису']"
4336 ,"СХІ, 2","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Незважаючи на пошкодження тиньку, напис чітко читається: Писал я. Писав я.","['Кінець', 'ст.', 'формою', 'прорізів', 'формою', 'написання', 'літери']",['напис']
4337 ,"СХІ, 3","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","На фресці читається особове ім'я автора запису Семен 'Семен'. Родове ім'я автора знищене вибоями, від його складових залишились тільки невиразні фраг- менти літер.","['Кінець', 'ХVI', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
4338 ,"СХІ, 4","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Початок та закінчення напису знищені вибоями, залишилось тільки слово Ио[а]на 'Йоанна'. Вжитий відмінок дозволяє встановити, що текст був молитовною формулою, найвірогідніше, з проханням до Господа пом'янути її автора.","['Кінець', 'ХVI', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
4339 ,"СХІІ, 1","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Напис пошкоджений вибоями, частина його складових знищена: помени --- | стеа-а З відновленням втрачених фрагментів наявний текст виглядає таким чином: Помени ... Стеа[н]а. Пом'яни Стефана.","['Кінець', 'ХVI', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
4340 ,"СХІІ, 2","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Напис пошкоджений, частина його складових знищена вибоями: поⷨѧ---- | Іванап | моу--- | лицⷡа З відновленням втрачених фрагментів наявний текст виглядає таким чином: Помѧ[ни] ... Івана... Пом'яни ... Івана...","['Кінець', 'ХVI', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
4341 ,"СХІІ, 3","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Незважаючи на низку вибоїв, складові напису збереглись доволі непо- гано, він впевнено читається: Авраамъ многрѣшныи. Авраам многогрішний.","['Кінець', 'ХVI', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
4342 ,"СХІІІ, 1","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Тиньк в місці розташування напису сильно пошкоджений, збереглась тільки літера М із дуже провисаючою петлею, та фрагменти інших літер обабіч неї.","['Кінець', 'ХVI', 'кінець', 'ст.', 'формою', 'прорізів']","['Фрагмент', 'напису']"
4343 ,"СХІІІ, 2","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Тиньк в місці розташування напису сильно пошкоджений численними вибоями, простежується літера А, щогла іншої літери за нею та фрагмент ще однієї літери А наприкінці.","['чверть', 'ХІI', 'кінець', 'ст.', 'формою', 'прорізів']","['Фрагмент', 'напису']"
4344 ,"СХІІІ, 3","['Висота', 'підлоги', 'см', 'відстань', 'ребра']",Напис виконано голкою невеликими літерами. Він зберігся вкрай погано через затертість тиньку та його пошкодження дрібними вибоями. З усіх складових впевнено визначається тільки одна літера Г посередині рядка.,"['чверть', 'ХІI', 'кінець', 'ст.', 'формою', 'прорізів']","['Фрагмент', 'напису']"
4345 ,"СХІІІ, 4","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Поверхня стіни в місці розташування напису сильно пошкоджена ви- боями, тому тут простежуються тільки дві фрагментовані літери ДꙖ.","['Кінець', 'ХVI', 'кінець', 'ст.', 'формою', 'прорізів']","['Фрагмент', 'напису']"
4346 ,"СХІІІ, 5","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Напис повністю знищений молитвою Стефана (№ 4339), збереглись тільки незначні фрагменти літер.","['Кінець', 'ХVI', 'кінець', 'ст.', 'формою', 'прорізів']","['Фрагмент', 'напису']"
4347 ,"СХІІІ, 6","['Висота', 'підлоги', 'см', 'відстань', 'ребра']",На фресці прокреслений простий чотириконечний хрест.,"['чверть', 'ХІI', 'кінець', 'ст.', 'формою', 'прорізів']","['Хрести', 'монограми', 'теонімограми', 'Графіті', 'фресці', 'зображенням', 'Фреска', 'стороні', 'виступу', 'апсиди', 'образ', 'втрати', 'тиньку', 'іден-', 'Поверхня', 'тиньку', 'кількість', 'вибоїв', 'подряпин', 'стан', 'збереження', 'графіті', 'ділянці', 'процесі', 'дослідження', 'номери', '4348-го', '4359-го']"
4348 ,"СХІV, 1","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Напис практично повністю знищений вибоями, проте за його збереже- ними складовими можемо реконструювати виконане на фресці дієслово-звернення [п]ом[ѧ]н[и] 'пом'яни'.","['Кінець', 'ХVI', 'кінець', 'ст.', 'формою', 'прорізів']",['напис']
4349 ,"СХІV, 2","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Права частина напису знищена обвалом тиньку, а збережені складові по- шкоджені вибоями. У верхньому рядку наявна літера К та фрагменти інших літер за нею. У нижньому залишились літера В, далі Ы або ЬС чи Ь та І, потім И. Неоднознач- ність в ідентифікації низки літер та їх суттєві пошкодження перешкоджають рекон- струкції тексту.","['Кінець', 'ХVI', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']","['Фрагмент', 'напису']"
4350 ,"СХІV, 3","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Напис практично повністю знищений, збереглась тільки його середня частина, до того ж також пошкоджена. У верхньому рядку бачимо залишки двох літер – Ꙁ та Е, О або С, у середньому чотирьох – Ь, , Е та О або С, у нижньому чотирьох – А, М, П та О. Через втрати реконструювати текст не виявляється за можливе.","['Кінець', 'ХVI', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']","['Фрагмент', 'напису']"
4351 ,"СХІV, 4","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Напис пошкоджений вибоями, закінчення другого рядка знищене обвалом тиньку. Тим не менше, його збережені складові ідентифікуються добре, а сам текст піддається повній реконструкції: С[т]еф/а/ань Иван[овичь]. Стефан Іванович.","['Кінець', 'ХVI', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
4352 ,"СХV, 1","['Висота', 'підлоги', 'см', 'відстань', 'ребра']",Напис знищений вибоями. На невеликій ділянці збереженого тиньку за- лишилась тільки одна літера А.,"['Кінець', 'ХVI', 'кінець', 'ст.', 'формою', 'прорізів']","['Фрагмент', 'напису']"
4353 ,"СХV, 2","['Висота', 'підлоги', 'см', 'відстань', 'ребра', 'см']",Напис знищений вибоями. На невеликій ділянці тиньку збереглась тільки літера Л або права частина літери М.,"['Кінець', 'ХVI', 'кінець', 'ст.', 'формою', 'прорізів']","['Фрагмент', 'напису']"
4354 ,"СХV, 3","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Поверхня стіни в місці розташування напису пошкоджена вибоями. У верхньому рядку збереглись літери  та,на деякій відстані, Ѧ. У середньому рядку залишилась тільки Н, у нижньому – фрагментована Ч.","['третина', 'ХІI', 'ст.', 'формою', 'написання', 'ч', 'вигляді', 'чаші']","['Фрагмент', 'напису']"
4355 ,"СХV, 4","['Висота', 'підлоги', 'см', 'відстань', 'ребра', 'см']","Напис практично повністю знищений вибоями, проте за збереженими його складовими можна реконструювати тут слово п[омѧн]и 'пом'яни'.","['Кінець', 'ХVI', 'кінець', 'ст.', 'формою', 'прорізів']",['напис']
4356 ,"СХVІ, 1","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Напис практично повністю знищений вибоями, на початку та наприкінці рядка помітна скорописні літери А.","['Кінець', 'ХVI', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']","['Фрагмент', 'напису']"
4357 ,"СХVІ, 2","['Висота', 'підлоги', 'см', 'відстань', 'ребра']","Початок та закінчення напису не збереглось внаслідок вибоїв, його скла- дові також пошкоджені: ---ниг-р-- З розбивкою на слова та відновленням втрачених фрагментів наявний текст ви- глядає таким чином: [Помѧ]ни Г(оспод)[и] р[аба]... Пом'яни, Господи, раба...","['Кінець', 'ХVI', 'кінець', 'ст.', 'формою', 'прорізів', 'формами', 'написання', 'літер']",['напис']
