Графіті №,табл,Розташування,Опис,Датування,Категорія
614 ,"VІІ, 1","[('Знаходиться', 'O'), ('на', 'O'), ('фресковому', 'O'), ('тиньку', 'O'), ('фасадної', 'O'), ('стіни', 'O'), ('північної', 'O'), ('сходової', 'O'), ('вежі', 'O')]","[('Верхня', 'O'), ('частина', 'O'), ('малюнка', 'O'), ('знищена', 'O'), ('внаслідок', 'O'), ('обвалу', 'O'), ('тиньку', 'O'), ('простежу-', 'O'), ('ються', 'O'), ('тільки', 'O'), ('зображення', 'O'), ('ступнів', 'O'), ('людини', 'O'), ('з', 'O'), ('позначенням', 'O'), ('пальців', 'O'), ('що', 'O'), ('зверху', 'O'), ('прикриті', 'O'), ('довгим', 'O'), ('одягом', 'O'), ('один', 'O'), ('кінець', 'O'), ('якого', 'O'), ('вільно', 'O'), ('звисає', 'O'), ('праворуч', 'O'), ('В', 'O'), ('цілому', 'O'), ('сюжет', 'O'), ('цього', 'O'), ('малюнка', 'O'), ('дуже', 'O'), ('нагадує', 'O'), ('зображення', 'O'), ('архангела', 'O'), ('Гавриїла', 'B'), ('в', 'O'), ('мозаїчному', 'O'), ('сюжеті', 'O'), ('""', 'O'), ('Благовіщення', 'O'), ('""', 'O'), ('Софійського', 'O'), ('собору37', 'O'), ('Така', 'O'), ('подібність', 'O'), ('дозволяє', 'O'), ('припустити', 'O'), ('що', 'O'), ('невідомий', 'O'), ('автор', 'O'), ('намагався', 'O'), ('зобразити', 'O'), ('сюжет', 'O'), ('побачений', 'O'), ('ним', 'O'), ('у', 'O'), ('стінах', 'O'), ('храму', 'O'), ('під', 'O'), ('час', 'O'), ('богослужіння', 'O'), ('Наявний', 'O'), ('фрагмент', 'O'), ('малюнку', 'O'), ('виконаний', 'O'), ('на', 'O'), ('високому', 'O'), ('про-', 'O'), ('фесійному', 'O'), ('рівні', 'O'), ('що', 'O'), ('вказує', 'O'), ('на', 'O'), ('руку', 'O'), ('досвідченого', 'O'), ('художника', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('ХІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Зображення', 'O'), ('ангелів', 'O'), ('та', 'O'), ('святих', 'O')]"
615 ,"VІ, 4","[('Знаходиться', 'O'), ('на', 'O'), ('фресковому', 'O'), ('тиньку', 'O'), ('фасадної', 'O'), ('стіни', 'O'), ('північної', 'O'), ('сходової', 'O'), ('вежі', 'O')]","[('Верхня', 'O'), ('частина', 'O'), ('малюнка', 'O'), ('не', 'O'), ('збереглась', 'O'), ('проте', 'O'), ('за', 'O'), ('наявними', 'O'), ('фрагментами', 'O'), ('можемо', 'O'), ('встановити', 'O'), ('що', 'O'), ('тут', 'O'), ('було', 'O'), ('зображено', 'O'), ('коня', 'O'), ('–', 'O'), ('добре', 'O'), ('простежується', 'O'), ('лінія', 'O'), ('тулуба', 'O'), ('та', 'O'), ('ноги', 'O'), ('тварини', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('ХІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Зооморфні', 'O'), ('зображення', 'O')]"
616 ,"VІІ, 2","[('Знаходиться', 'O'), ('на', 'O'), ('личкувальному', 'O'), ('розчині', 'O'), ('фасадної', 'O'), ('стіни', 'O'), ('північ-', 'O'), ('ної', 'O'), ('сходової', 'O'), ('вежі', 'O')]","[('На', 'O'), ('поверхні', 'O'), ('личкувального', 'O'), ('розчину', 'O'), ('подвійною', 'O'), ('рискою', 'O'), ('прокреслена', 'O'), ('овальна', 'O'), ('фігура', 'O'), ('що', 'O'), ('дещо', 'O'), ('нагадує', 'O'), ('підкову', 'O')]","[('Друге', 'O'), ('десятиліття', 'O'), ('ХІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O'), ('що', 'O'), ('виконані', 'O'), ('по', 'O'), ('си-', 'O'), ('рому', 'O'), ('личкувальному', 'O'), ('розчину', 'O')]","[('Емблеми', 'O'), ('ІІ.2', 'O'), ('Графіті', 'O'), ('на', 'O'), ('західній', 'O'), ('стороні', 'O'), ('північної', 'O'), ('лопатки', 'O'), ('стіни', 'O'), ('Фреска', 'B'), ('на', 'O'), ('західній', 'O'), ('стороні', 'O'), ('північної', 'O'), ('лопатки', 'O'), ('стіни', 'O'), ('наразі', 'O'), ('повністю', 'O'), ('закрита', 'O'), ('кладкою', 'O'), ('підпірного', 'O'), ('стовпа', 'O'), ('під', 'O'), ('аркбутан', 'B'), ('зведеного', 'O'), ('наприкінці', 'O'), ('ХІ', 'O'), ('ст.40', 'O'), ('Для', 'O'), ('дослід-', 'O'), ('ження', 'O'), ('доступна', 'O'), ('тільки', 'O'), ('невеличка', 'O'), ('ділянка', 'O'), ('зондажу', 'O'), ('відкритого', 'O'), ('реставраторами', 'O'), ('на', 'O'), ('висоті', 'O'), ('172', 'O'), ('см', 'O'), ('до', 'O'), ('нижнього', 'O'), ('краю', 'O'), ('зондажу', 'O'), ('від', 'O'), ('рівня', 'O'), ('шиферних', 'O'), ('плит', 'O'), ('стародавньої', 'O'), ('підлоги', 'O'), ('Зважаючи', 'O'), ('на', 'O'), ('інформацію', 'O'), ('графіті', 'O'), ('№', 'O'), ('4250', 'O'), ('на', 'O'), ('фресці', 'O'), ('наймовірніше', 'O'), ('був', 'O'), ('зоб-', 'O'), ('ражений', 'O'), ('св', 'O'), ('Даниїл', 'B'), ('Стовпник', 'I'), ('Загалом', 'O'), ('у', 'O'), ('невеликому', 'O'), ('відкритому', 'O'), ('зондажем', 'O'), ('полі', 'O'), ('дав-', 'O'), ('ньої', 'O'), ('фрески', 'O'), ('збереглось', 'O'), ('шість', 'O'), ('давніх', 'O'), ('графіті', 'O'), ('яким', 'O'), ('надано', 'O'), ('номери', 'O'), ('від', 'O'), ('4245-го', 'O'), ('по', 'O')]"
4245 ,"VІІІ, 1","[('Висота', 'O'), ('від', 'O'), ('нижнього', 'O'), ('краю', 'O'), ('зондажу', 'O'), ('5', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('краю', 'O'), ('зондажу', 'O'), ('4', 'O'), ('см', 'O')]","[('На', 'O'), ('поверхні', 'O'), ('фрескового', 'O'), ('тиньку', 'O'), ('лівим', 'O'), ('боком', 'O'), ('до', 'O'), ('глядача', 'O'), ('прокреслене', 'O'), ('схе-', 'O'), ('матичне', 'O'), ('зображення', 'O'), ('воїна', 'O'), ('який', 'O'), ('правою', 'O'), ('рукою', 'O'), ('вертикально', 'O'), ('тримає', 'O'), ('довгий', 'O'), ('спис', 'O'), ('Ліва', 'O'), ('частина', 'O'), ('малюнку', 'O'), ('знищена', 'O'), ('обвалом', 'O'), ('тиньку', 'O'), ('проте', 'O'), ('за', 'O'), ('збереженими', 'O'), ('фрагментами', 'O'), ('мо-', 'O'), ('жемо', 'O'), ('встановити', 'O'), ('що', 'O'), ('обличчя', 'O'), ('воїна', 'O'), ('було', 'O'), ('деталізоване', 'O'), ('–', 'O'), ('збереглись', 'O'), ('частина', 'O'), ('ока', 'O'), ('та', 'O'), ('носу', 'O'), ('на', 'O'), ('голові', 'O'), ('помітне', 'O'), ('курчаве', 'O'), ('волосся', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('–', 'O'), ('кінець', 'O'), ('ХІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('особливостями', 'O'), ('розташування', 'O')]","[('Антропоморфні', 'O'), ('зображення', 'O')]"
4246 ,"VІІІ, 2","[('Висота', 'O'), ('від', 'O'), ('нижнього', 'O'), ('краю', 'O'), ('зондажу', 'O'), ('7', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('краю', 'O'), ('зондажу', 'O'), ('8,5', 'O'), ('см', 'O')]","[('Права', 'O'), ('частина', 'O'), ('напису', 'O'), ('закрита', 'O'), ('кладкою', 'O'), ('кінця', 'O'), ('ХІ', 'O'), ('ст.', 'O'), ('простежуються', 'O'), ('тільки', 'O'), (""п'ять"", 'O'), ('літер', 'O'), ('початку', 'O'), ('рядка', 'O'), ('мцаіꙁ----', 'O'), ('З', 'O'), ('розбивкою', 'O'), ('на', 'O'), ('слова', 'O'), ('та', 'O'), ('відновленням', 'O'), ('закритих', 'O'), ('фрагментів', 'O'), ('текст', 'O'), ('можемо', 'O'), ('ре-', 'O'), ('конструювати', 'O'), ('таким', 'O'), ('чином', 'O'), ('ром', 'O'), ('цих', 'O'), ('рядків', 'O'), ('у', 'O'), ('2010', 'O'), ('р', 'O'), ('Тоді', 'O'), ('було', 'O'), ('виявлено', 'O'), ('давню', 'O'), ('шиферну', 'O'), ('підлогу', 'O'), ('ХІ', 'O'), ('ст.', 'O'), ('відкриту', 'O'), ('ще', 'O'), ('у', 'O'), ('1930-х', 'O'), ('рр', 'O'), ('проте', 'O'), ('пізніше', 'O'), ('закриту', 'O'), ('чавунними', 'O'), ('плитами', 'O'), ('на', 'O'), ('засипці', 'O'), ('забрудненого', 'O'), ('піску', 'O'), ('Тоді', 'O'), ('ж', 'O'), ('у', 'O'), ('2010', 'O'), ('р', 'O'), ('Р.', 'B'), ('Гуцуля-', 'I'), ('ком', 'O'), ('були', 'O'), ('проведені', 'O'), ('аналізи', 'O'), ('розчинів', 'O'), ('з', 'O'), ('цієї', 'O'), ('частини', 'O'), ('собору', 'O'), ('які', 'O'), ('й', 'O'), ('дозволили', 'O'), ('встановити', 'O'), ('приблизний', 'O'), ('вік', 'O'), ('побудови', 'O'), ('підпірного', 'O'), ('стовпа', 'O'), ('під', 'O'), ('аркбутан', 'O'), ('Дякую', 'O'), ('Р.', 'B'), ('Гуцуляку', 'I'), ('за', 'O'), ('надану', 'O'), ('інформацію', 'O'), ('М(ѣсѧ)ца', 'O'), ('із{ока', 'O'), ('}', 'O'), ('...', 'O'), ('Місяця', 'O'), ('червня', 'O'), ('...', 'O'), ('Прикметне', 'O'), ('що', 'O'), ('в', 'O'), ('написі', 'O'), ('згадується', 'O'), (""слов'янська"", 'O'), ('форма', 'O'), ('назви', 'O'), ('місяця', 'O'), ('изокъ', 'O'), ('за-', 'O'), ('мість', 'O'), ('очікуваного', 'O'), ('июнь', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('–', 'O'), ('кінець', 'O'), ('ХІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('особливостями', 'O'), ('розташування', 'O')]","[(""Пам'ятний"", 'O'), ('напис', 'O')]"
4247 ,"VІІІ, 3","[('Висота', 'O'), ('від', 'O'), ('нижнього', 'O'), ('краю', 'O'), ('зондажу', 'O'), ('9', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('краю', 'O'), ('зондажу', 'O'), ('8,5', 'O'), ('см', 'O')]","[('Права', 'O'), ('частина', 'O'), ('напису', 'O'), ('закрита', 'O'), ('кладкою', 'O'), ('кінця', 'O'), ('ХІ', 'O'), ('ст.', 'O'), ('простежуються', 'O'), ('тільки', 'O'), ('чотири', 'O'), ('літери', 'O'), ('початку', 'O'), ('рядка', 'O'), ('\ue01fог\ue01f.', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('–', 'O'), ('кінець', 'O'), ('ХІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('особливостями', 'O'), ('розташування', 'O')]","[('Фрагмент', 'O'), ('напису', 'O')]"
4248 ,"VІІІ, 4","[('Висота', 'O'), ('від', 'O'), ('нижнього', 'O'), ('краю', 'O'), ('зондажу', 'O'), ('5', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('краю', 'O'), ('зондажу', 'O'), ('10', 'O'), ('см', 'O')]","[('На', 'O'), ('поверхні', 'O'), ('стіни', 'O'), ('простежується', 'O'), ('простий', 'O'), ('чотириконечний', 'O'), ('хрест', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('–', 'O'), ('кінець', 'O'), ('ХІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('особливостями', 'O'), ('розташування', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O')]"
4249 ,"VІІІ, 5","[('Висота', 'O'), ('від', 'O'), ('нижнього', 'O'), ('краю', 'O'), ('зондажу', 'O'), ('3', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('краю', 'O'), ('зондажу', 'O'), ('8', 'O'), ('см', 'O')]","[('Права', 'O'), ('частина', 'O'), ('пошкоджена', 'O'), ('вибоєм', 'O'), ('проте', 'O'), ('за', 'O'), ('наявними', 'O'), ('фрагментами', 'O'), ('мо-', 'O'), ('жемо', 'O'), ('встановити', 'O'), ('що', 'O'), ('тут', 'O'), ('була', 'O'), ('прокреслена', 'O'), ('літера', 'O'), ('М.', 'B')]","[('Друга', 'O'), ('чверть', 'O'), ('–', 'O'), ('кінець', 'O'), ('ХІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('особливостями', 'O'), ('розташування', 'O')]","[('Абетки', 'O'), ('склади', 'O'), ('та', 'O'), ('окремі', 'O'), ('літери', 'O')]"
4250 ,"ІХ, 1","[('Висота', 'O'), ('від', 'O'), ('нижнього', 'O'), ('краю', 'O'), ('зондажу', 'O'), ('2', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('краю', 'O'), ('зондажу', 'O'), ('5', 'O'), ('см', 'O')]","[('Нижня', 'O'), ('частина', 'O'), ('напису', 'O'), ('закрита', 'O'), ('кладкою', 'O'), ('кінця', 'O'), ('ХІ', 'O'), ('ст.', 'O'), ('збереглись', 'O'), ('тільки', 'O'), ('чотири', 'O'), ('знаки', 'O'), ('виконаного', 'O'), ('у', 'O'), ('стовпчик', 'O'), ('тексту', 'O'), ('а⃝', 'O'), ('да', 'O'), ('н-', 'O'), ('З', 'O'), ('розбивкою', 'O'), ('на', 'O'), ('слова', 'O'), ('та', 'O'), ('відновленням', 'O'), ('закритих', 'O'), ('фрагментів', 'O'), ('текст', 'O'), ('можна', 'O'), ('пред-', 'O'), ('ставити', 'O'), ('таким', 'O'), ('чином', 'O'), ('О', 'O'), ('а(гиосъ', 'O'), ('Дан{иилъ', 'O'), ('}', 'O'), ('Святий', 'O'), ('Даниїл', 'B'), ('Зважаючи', 'O'), ('на', 'O'), ('інформацію', 'O'), ('графіті', 'O'), ('на', 'O'), ('фресці', 'O'), ('найвірогідніше', 'O'), ('зображений', 'O'), ('св', 'O'), ('Да-', 'O'), ('ниїл', 'O'), ('Стовпник', 'B'), ('однак', 'O'), ('через', 'O'), ('закриття', 'O'), ('поверхні', 'O'), ('фрески', 'O'), ('пізнішою', 'O'), ('кладкою', 'O'), ('перевірити', 'O'), ('іконографічну', 'O'), ('відповідність', 'O'), ('зображеному', 'O'), ('тут', 'O'), ('святому', 'O'), ('не', 'O'), ('виявляється', 'O'), ('за', 'O'), ('можливе', 'O'), ('Напис', 'O'), ('частково', 'O'), ('пошкоджений', 'O'), ('малюнком', 'O'), ('воїна', 'O'), ('№', 'O'), ('4245', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('–', 'O'), ('кінець', 'O'), ('ХІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('особливостями', 'O'), ('розташування', 'O')]","[('Підпис', 'O'), ('до', 'O'), ('фрескового', 'O'), ('образу', 'O'), ('ІІ.3', 'O'), ('Графіті', 'O'), ('на', 'O'), ('внутрішній', 'O'), ('стороні', 'O'), ('аркбутана', 'O'), ('На', 'O'), ('внутрішній', 'O'), ('поверхні', 'O'), ('аркбутана', 'O'), ('збереглась', 'O'), ('невелика', 'O'), ('ділянка', 'O'), ('фрескового', 'O'), ('тиньку', 'O'), ('з', 'O'), ('образом', 'O'), ('святого', 'O'), ('юного', 'O'), ('мученика', 'O'), ('у', 'O'), ('круглому', 'O'), ('медальйоні', 'O'), ('трохи', 'O'), ('вище', 'O'), ('якого', 'O'), ('помітна', 'O'), ('нижня', 'O'), ('частина', 'O'), ('аналогічного', 'O'), ('медальйону', 'O'), ('На', 'O'), ('підставі', 'O'), ('інформації', 'O'), ('графіті', 'O'), ('№', 'O'), ('4252', 'O'), ('образ', 'O'), ('цього', 'O'), ('незбереженого', 'O'), ('святого', 'O'), ('може', 'O'), ('бути', 'O'), ('ідентифікований', 'O'), ('як', 'O'), ('св', 'O'), ('Ми-', 'O'), ('колай', 'O'), ('мученик', 'O'), ('Севастійський', 'B'), ('На', 'O'), ('цій', 'O'), ('ділянці', 'O'), ('виявлено', 'O'), ('два', 'O'), ('графіті', 'O'), ('які', 'O'), ('отримали', 'O'), ('но-', 'O'), ('мери', 'O'), ('4251', 'O'), ('та', 'O'), ('4252', 'O')]"
4251 ,"ІХ, 2","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('282', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('ребра', 'O'), ('стіни', 'O'), ('43', 'O'), ('см', 'O')]","[('Ліва', 'O'), ('частина', 'O'), ('напису', 'O'), ('знищена', 'O'), ('обвалом', 'O'), ('тиньку', 'O'), ('проте', 'O'), ('в', 'O'), ('цілому', 'O'), ('збереже-', 'O'), ('ність', 'O'), ('напису', 'O'), ('дуже', 'O'), ('добра', 'O'), ('його', 'O'), ('складові', 'O'), ('чітко', 'O'), ('читаються', 'O'), ('--помоз\ue01fм\ue01f', 'O'), ('ам\ue01fнь', 'O'), ('З', 'O'), ('розбивкою', 'O'), ('на', 'O'), ('слова', 'O'), ('та', 'O'), ('відновленням', 'O'), ('втрачених', 'O'), ('фрагментів', 'O'), ('текст', 'O'), ('виглядає', 'O'), ('таким', 'O'), ('чином', 'O'), ('Г(оспод)и', 'B'), ('помози', 'O'), ('ми', 'O'), ('аминь', 'O'), ('Господи', 'B'), ('поможи', 'O'), ('мені', 'O'), ('амінь', 'O'), ('Розміри', 'O'), ('літер', 'O'), ('зменшуються', 'O'), ('до', 'O'), ('кінця', 'O'), ('рядка', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('ХІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('ХІV', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('написання', 'O'), ('нахиленої', 'O'), ('ліворуч', 'O'), ('з', 'O'), ('із', 'O'), ('переломом', 'O'), ('та', 'O'), ('и', 'O'), ('з', 'O'), ('високою', 'O'), ('перекладиною', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
4252 ,Х,"[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('266', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('ребра', 'O'), ('стіни', 'O'), ('24', 'O'), ('см', 'O')]","[('Поверхня', 'O'), ('стіни', 'O'), ('в', 'O'), ('місці', 'O'), ('розташування', 'O'), ('напису', 'O'), ('пошкоджена', 'O'), ('тому', 'O'), ('частина', 'O'), ('його', 'O'), ('складових', 'O'), ('не', 'O'), ('простежується', 'O'), ('ст͠\ue02dн\ue01fкуламол\ue01f----', 'O'), ('бж\ue01fѩꙁа------------', 'O'), ('ост\ue01fмѧг------------', 'O'), ('З', 'O'), ('розбивкою', 'O'), ('на', 'O'), ('слова', 'O'), ('та', 'O'), ('відновленням', 'O'), ('втрачених', 'O'), ('фрагментів', 'O'), ('текст', 'O'), ('виглядає', 'O'), ('таким', 'O'), ('чином', 'O'), ('С(вѧ)ты(и', 'O'), ('Никула', 'O'), ('моли', 'O'), ('за', 'O'), ('раба', 'O'), ('Б(о)жиѩ', 'B'), ('За[харию', 'I'), ('и', 'O'), ('пр]ости', 'O'), ('мѧ', 'O'), ('г[рѣшнаго', 'O'), ('Святий', 'O'), ('Нікола', 'B'), ('моли', 'O'), ('за', 'O'), ('раба', 'O'), ('Божого', 'B'), ('Захарію', 'I'), ('і', 'O'), ('прости', 'O'), ('мене', 'O'), ('грішного', 'O'), ('Розміри', 'O'), ('літер', 'O'), ('зменшуються', 'O'), ('до', 'O'), ('кінця', 'O'), ('рядка', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('ХІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('ХІІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('написання', 'O'), ('а', 'O'), ('з', 'O'), ('видов-', 'O'), ('женою', 'O'), ('спинкою', 'O'), ('та', 'O'), ('виконаною', 'O'), ('у', 'O'), ('три', 'O'), ('змахи', 'O'), ('зіркоподібною', 'O'), ('ж', 'O')]","[('Молитовний', 'O'), ('напис', 'O'), ('ГРАФІТІ', 'O'), ('НА', 'O'), ('МАРМУРОВИХ', 'O'), ('КОЛОНАХ', 'O'), ('У', 'O'), ('НАРТЕКСІ', 'O'), ('СОФІЙСЬКОГО', 'O'), ('СОБОРУ', 'O'), ('Цей', 'O'), ('розділ', 'O'), ('присвячений', 'O'), ('публікації', 'O'), ('епіграфічних', 'O'), (""пам'яток"", 'O'), ('що', 'O'), ('знаходяться', 'O'), ('на', 'O'), ('поверхні', 'O'), ('двох', 'O'), ('мармурових', 'O'), ('колон', 'O'), ('які', 'O'), ('нині', 'O'), ('експонуються', 'O'), ('у', 'O'), ('нартексі', 'O'), ('Софії', 'B'), ('Київської', 'I'), ('під', 'O'), ('східною', 'O'), ('стіною', 'O'), ('обабіч', 'O'), ('входу', 'O'), ('до', 'O'), ('храму', 'O'), ('Ці', 'O'), ('мармурові', 'O'), ('колони', 'O'), ('були', 'O'), ('виявлені', 'O'), ('архі-', 'O'), ('тектором', 'O'), ('М.', 'B'), ('Щуруповим', 'I'), ('у', 'O'), ('1838', 'O'), ('р', 'O'), ('який', 'O'), ('провів', 'O'), ('розкопки', 'O'), ('на', 'O'), ('Софійському', 'B'), (""подвір'ї"", 'I'), ('""', 'O'), ('у', 'O'), ('кількох', 'O'), ('місцях', 'O'), ('церковної', 'O'), ('огорожі', 'O'), ('""', 'O'), ('та', 'O'), ('виявив', 'O'), ('низку', 'O'), ('мармурових', 'O'), ('архітектурних', 'O'), ('деталей', 'O'), ('в', 'O'), ('тому', 'O'), ('числі', 'O'), ('й', 'O'), ('дві', 'O'), ('колони41', 'O'), ('Оскільки', 'O'), ('означені', 'O'), ('колони', 'O'), ('як', 'O'), ('вважається', 'O'), ('при-', 'O'), ('крашали', 'O'), ('західну', 'O'), ('частину', 'O'), ('Софійського', 'B'), ('собору42', 'I'), ('то', 'O'), ('епіграфічні', 'O'), (""пам'ятки"", 'O'), ('що', 'O'), ('знахо-', 'O'), ('дяться', 'O'), ('на', 'O'), ('них', 'O'), ('публікуються', 'O'), ('у', 'O'), ('цій', 'O'), ('частині', 'O'), ('""', 'O'), ('Корпусу', 'O'), ('""', 'O'), ('ІІІ.1', 'O'), ('Графіті', 'O'), ('на', 'O'), ('мармуровій', 'O'), ('колоні', 'O'), ('у', 'O'), ('північній', 'O'), ('частині', 'O'), ('нартексу', 'O'), ('Мармурова', 'B'), ('колона', 'I'), ('довжиною', 'O'), ('близько', 'O'), ('3,5', 'O'), ('м', 'O'), ('що', 'O'), ('нині', 'O'), ('експонується', 'O'), ('в', 'O'), ('північній', 'O'), ('частині', 'O'), ('нартексу', 'O')]"
4253 ,"ХІІ, 1","[('Висота', 'O'), ('від', 'O'), ('основи', 'O'), ('110', 'O'), ('см', 'O')]","[('На', 'O'), ('поверхні', 'O'), ('мармурової', 'O'), ('колони', 'O'), ('подвійними', 'O'), ('замкненими', 'O'), ('рисками', 'O'), ('про-', 'O'), ('креслений', 'O'), ('малюнок', 'O'), ('хреста', 'O'), ('-', 'O'), ('якоря', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('ХІ', 'O'), ('–', 'O'), ('початок', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O')]"
4254 ,"ХІІ, 2","[('Висота', 'O'), ('від', 'O'), ('основи', 'O'), ('100', 'O'), ('см', 'O')]","[('На', 'O'), ('поверхні', 'O'), ('мармурової', 'O'), ('колони', 'O'), ('прокреслений', 'O'), ('чотириконечний', 'O'), ('хрест', 'O'), ('кінці', 'O'), ('якого', 'O'), ('мали', 'O'), ('розширення', 'O'), ('у', 'O'), ('вигляді', 'O'), ('трикутників', 'O'), ('Вони', 'O'), ('помітні', 'O'), ('у', 'O'), ('верхній', 'O'), ('частині', 'O'), ('щогли', 'O'), ('та', 'O'), ('правій', 'O'), ('частині', 'O'), ('перекладини', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('ХІ', 'O'), ('–', 'O'), ('початок', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O')]"
4255 ,"ХІІ, 3","[('Висота', 'O'), ('від', 'O'), ('основи', 'O'), ('107', 'O'), ('см', 'O')]","[('Більша', 'O'), ('частина', 'O'), ('малюнка', 'O'), ('знищена', 'O'), ('ерозією', 'O'), ('поверхні', 'O'), ('мармуру', 'O'), ('за', 'O'), ('збере-', 'O'), ('женими', 'O'), ('фрагментами', 'O'), ('можемо', 'O'), ('встановити', 'O'), ('що', 'O'), ('тут', 'O'), ('потрійними', 'O'), ('замкненими', 'O'), ('рисками', 'O'), ('був', 'O'), ('виконаний', 'O'), ('малюнок', 'O'), ('шестикінечного', 'O'), ('хреста', 'O'), ('що', 'O'), ('складався', 'O'), ('зі', 'O'), ('щогли', 'O'), ('перекладини', 'O'), ('та', 'O'), ('символічної', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('ХІ', 'O'), ('–', 'O'), ('початок', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O')]"
4256 ,"ХІІ, 4","[('Висота', 'O'), ('від', 'O'), ('основи', 'O'), ('87', 'O'), ('см', 'O')]","[('На', 'O'), ('поверхні', 'O'), ('колони', 'O'), ('прокреслений', 'O'), ('простий', 'O'), ('чотириконечний', 'O'), ('хрест', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('ХІ', 'O'), ('–', 'O'), ('початок', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O')]"
4257 ,"ХІІІ, 1","[('Висота', 'O'), ('від', 'O'), ('основи', 'O'), ('109', 'O'), ('см', 'O')]","[('На', 'O'), ('поверхні', 'O'), ('мармурової', 'O'), ('колони', 'O'), ('подвійними', 'O'), ('замкненими', 'O'), ('рисками', 'O'), ('про-', 'O'), ('креслений', 'O'), ('чотириконечний', 'O'), ('хрест', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('ХІ', 'O'), ('–', 'O'), ('початок', 'O'), ('XVII', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O')]"
