Графіті №,табл,Розташування,Опис,Датування,Категорія
719в ,"ХСV, 1","Висота від сучасної підлоги 171 см, відстань від лівого кута",На фресці прокреслений простий чотириконечний хрест.,Друга чверть XI – кінець XVI ст.; за формою прорізів.,"Хрести, монограми, теонімограми."
719г ,"ХСV, 2","Висота від сучасної підлоги 115 см, відстань від лівого кута","Незважаючи на пошкодження тиньку, складові напису чітко простежу- ються. На фресці виконане молитовне звернення: Помени Марка. Пом'яни Марка.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Молитовний напис. Дипінті № 719д (
4280 ,"ХСV, 3","Висота від сучасної підлоги 131 см, відстань від лівого кута 4 см.",На фресці подвійними незамкненими рисками прокреслений чотирико- нечний хрест.,Друга чверть XI – кінець XVI ст.; за формою прорізів.,"Хрести, монограми, теонімограми. ІV.7. Графіті на фресці з зображенням св. Григорія Богослова та св. Йоанна Золотоустого Фреска розташована на північній стороні апсиди хрещальні. Образи святителів надійно ідентифікуються за іконографією193. Структура фрескового тиньку ХІІ ст.194 відзначається більшою крихкістю порівняно з розчином ХІ ст., тому під тиском різця він сильно кришиться, а під дією природних чинників з часом прорізи сильно розши- рюються, що перешкоджає їх впевненій ідентифікації. Так само через крихкість тиньку ХІІ ст. на поверхні фрески знаходиться величезна кількість вибоїв, що нині закриті реставраційною шпаклівкою. Окрім того, в апсиді наявні пізні написи, пе- реважно другої половини 1940-х – 1950-х рр., нанесені тоді, коли до хрещальні був відкритий доступ відвідувачів; більша частина їх також закрита реставраційною шпаклівкою; такі написи до ""Корпусу"" не включені. Структура тиньку разом з піз- нішими пошкодженнями зумовила погане збереження епіграфічних пам'яток на цій ділянці, яких зараз нараховуємо тридцять. Цим графіті надані порядкові номері від"
4281 ,"ХСV, 4","Висота від сучасної підлоги 100 см, відстань від лівого ребра","Поверхя стіни в місці розташування напису сильно пошкоджена, тож час- тина складових не простежується: --- і--- іоан҇ иларионⷡⷡи З розбивкою на слова наявний текст виглядає таким чином: ... Іоан(ъ) Иларион(о)ви[ч](ь) 30 [и]ю[нѧ] ... ... Йоанн Іларіонович 30 червня ...",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Пам'ятний напис.
4282 ,"ХСVІ, 1","Висота від сучасної підлоги 146 см, відстань від лівого ребра","Тиньк в місці розташування напису пошкоджений вибоями, тому частина його складових не простежується: п-мꙗни ги евъфимю | к-ⷭанина З відновленням втрачених фрагментів текст виглядає таким чином: П[о]мꙗни Г(оспод)и Евъфимию К[о]стантина. Пом'яни, Господи, Євфимію (та) Костянтина.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Молитовний напис.
4283 ,"ХСVІ, 2","Висота від сучасної підлоги 113 см, відстань від лівого ребра","Складові напису пошкоджені вибоями, закінчення не збереглось: маи сос---- Оскільки закінчення напису знищене обвалом тиньку, то встановити родове ім'я автора графіті не виявляється за можливе. Особове ім'я збереглось добре, воно чітко читається як Мартин 'Мартин'.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Пам'ятний напис.
4284 ,"ХСVІІ, 1","Висота від сучасної підлоги 105 см, відстань від лівого ребра","Напис практично повністю знищений вибоями, залишилась тільки літера Ꙗ та фрагмент ще однієї літери за нею.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Фрагмент напису.
4285 ,"ХСVІІ, 2","Висота від сучасної підлоги 105 см, відстань від лівого ребра",На поверхні фрески виконаний малюнок чотириконечного хреста. Основа щогли спирається на відкриту донизу прямокутну одноступінчасту Голгофу. У вер- хній частині щогли прокреслене відкрите донизу півколо. Обабіч кінців перекладини проскреслені літери ІС ХС.,Друга чверть XІI – кінець XVI ст.; за формою прорізів.,"Хрести, монограми, теонімограми."
4286 ,"ХСVІІ, 3","Висота від сучасної підлоги 121 см, відстань від лівого ребра","На початку однорядкового напису читаються літери РИ. Далі простежуються сильно пошкоджені ерозією літери, що не можуть через це бути впевнено ідентифіковані, над ними помітна надрядкова Д. Наприкінці рядка впевнено ідентифікуються літери РИ. На жаль, через втрати, реконструювати текст не виявляється за можливе.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Фрагмент напису.
4287 ,"ХСVІІ, 4","Висота від сучасної підлоги 100 см, відстань від лівого ребра","На поверхні фрески прокреслена фігура, в основу якої покладене коло, а поруч по обидва боки находяться хвилясті лінії.",Друга чверть XІI – кінець XVI ст.; за формою прорізів.,Емблеми.
4288 ,"ХСVІІІ, 1","Висота від сучасної підлоги 133 см, відстань від лівого ребра","Напис сильно пошкоджений вибоями, простежується літера А на початку збереженої частини рядка та склад МО наприкінці.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Фрагмент напису.
4289 ,"ХСVІІІ, 2","Висота від сучасної підлоги 108 см, відстань від лівого ребра","На поверхні ще вологого фрескового тиньку було прокреслене велике коло, всередині якого містилося приблизно вдвічі менше коло.",Друга чверть XII ст.; за формою прорізів.,Емблеми.
4290 ,"ХСVІІІ, 3","Висота від сучасної підлоги 102 см, відстань від лівого ребра","Поверхня стіни в місці розташування напису пошкоджена, права частина знищена обвалом тиньку: въ-- | дь-- | -----| к-- Через пошкодження може бути відновлена тільки частина напису: Въ ... дь[нь]... У ... день...",Друга чверть XII – початок ХІІІ ст.; за формою написання А-подіб- ної д.,Пам'ятний напис.
4291 ,"ХСVІІІ, 4","Висота від сучасної підлоги 50 см, відстань від лівого ребра","Тиньк в місці розташування дворядкового напису сильно пошкоджений вибоями, у верхньому рядку помітний склад ГА, у нижньому під ним – склад НА.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Фрагмент напису.
4292 ,"ХСІХ, 1","Висота від сучасної підлоги 90 см, відстань від лівого ребра 95 см.","Поверхня фрескового тиньку пошкоджена вибоями, тому більша частина складових напису не збереглась: ---цркт---- | ----҃наг--- | г͠ъ--- Через значні пошкодження можемо впевнено прочитати тільки слово цр(ь)кы 'церква' у верхньому рядку та г(осподин)ъ 'пан'.",Друга чверть XІI – початок XІV ст.; за формою написання прямо- лінійної р та ы молоточком.,Фрагмент напису.
4293 ,"ХСІХ, 2","Висота від сучасної підлоги 84 см, відстань від лівого ребра 37 см.","Поверхня фрескового тиньку вкрита вибоями, тому загальну кількість скла- дових трирядкового напису визначити неможливо. Наявні літери пошкоджені настільки, що часто не можуть бути впевнено ідентифіковані. У верхньому рядку чітко читається літера А наприкінці рядка, у середньому – склад ТА посередині, у нижньому – літера Н.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Фрагмент напису.
4294 ,"ХСІХ, 3","Висота від сучасної підлоги 91,5 см, відстань від лівого ребра","Напис сильно пошкоджений вибоями, тому частина складових у середній частині не збереглась: г͠ипом---мꙗ З відновленням втрачених фрагментів текст виглядає таким чином: Г(оспод)и пом[ꙗни] мꙗ. Господи, пом'яни мене.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Молитовний напис.
4295 ,С,"Висота від сучасної підлоги 86 см, відстань від лівого ребра","Поверхня стіни в місці розташування напису сильно пошкоджена, тому частина його складових не збереглась: г----о | ꙁ------оемꙋ | --ефаноу--- | пав195едоро--- | га-- | гедѵл---о--- | п рабусв--- | ост- | пану Через низку втрат повна реконструкція тексту ускладнена, відновленню підля- гають тільки початок та закінчення напису: Г(оспод)[и пом]ози ... [св]оемꙋ [Ст]ефаноу ... Пав(лоу) едороу ... рабу св[оему]... и Ио[ану], Ст[е]пану. вибою та контекстом. Господи, поможи ... своєму Стефану .., Павлу, Федору ... рабу своєму ... та Йоанну, Степану. Остання фраза від слів ""рабу своєму"" була дописана до основного тексту, проте тим же інструментом і тим самим автором – Стефаном.","Кінець XІІI – перша чверть XІV ст.; за формою написання в, г та п з виступами зверху, б з високою петлею, д із довгими ніжками, Ъ-подібної з, прямо- лінійної р з округлою петлею або криволінійної з петлею кутом донизу.",Молитовний напис.
4296 ,"СІ, 1","Висота від сучасної підлоги 75,5 см, відстань від лівого ребра","Напис сильно пошкоджений вибоями, збереглись тільки окремі літери – М у верхньому рядку та склад ЛꙊ в нижньому.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Фрагмент напису.
4297 ,"СІ, 2","Висота від сучасної підлоги 91 см, відстань від лівого ребра 18 см.","Поверхня стіни в місці розташування напису сильно пошкоджена. У вер- хньому рядку збереглись літери К та, на деякій відстані, О. У нижньому рядку помітні літери АѲА, які, найвірогідніше, розглядати як початок імені Аа[насии] 'Атанасій'.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Пам'ятний напис.
4298 ,"СІ, 3","Висота від сучасної підлоги 105,5 см, відстань від лівого ребра","Складові напису сильно пошкоджені ерозією, тому не можуть бути впев- нено ідентифіковані.",Друга чверть XІI – кінець XVII ст.; за формою прорізів.,Фрагмент напису.
4299 ,"СІ, 4","Висота від сучасної підлоги 75 см, відстань від лівого ребра 35 см.",На фресці збереглись літери ЛА та фрагменти ще двох літер за ними. Найвірогідніше реконструювати текст як ім'я Ла[рионъ] 'Іларіон'.,Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Пам'ятний напис.
4300 ,"СІІ, 1","Висота від сучасної підлоги 89,5 см, відстань від лівого ребра","Збереженість напису доволі добра, його складові чітко читаються як тра- диційне молитовне звернення: Сп(а)си мѧ. Спаси мене.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Молитовний напис.
4301 ,"СІІ, 2","Висота від сучасної підлоги 36 см, відстань від лівого ребра 44 см.","Початок та закінчення напису знищені обвалом тиньку, збереглось тільки словосполучення ра[ба] свого 'раба свого'.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Молитовний напис.
4302 ,"СІІІ, 1","Висота від сучасної підлоги 75 см, відстань від лівого ребра 71 см.","Напис практично повністю знищений вибоями. У верхньому рядку зали- шилась тільки літера П, у середньому – літера Г та, на деякій відстані, склад МИ, у нижньому – склад СО.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Молитовний напис.
4303 ,"СІІІ, 2","Висота від сучасної підлоги 103 см, відстань від лівого ребра","Складові напису виконані доволі схематично, вони пошкоджені вибоями, тому впевнено можуть бути ідентифіковані тільки кілька з них – УГЛДВРВ у серед- ньому рядку, можливо ХЛ у верхньому та Б – в нижньому.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,"Написи, зміст яких не встановлений."
4304 ,"СІV, 1","Висота від сучасної підлоги 88,5 см, відстань від лівого ребра","Збереженість напису добра, його складовi чітко читаються: помѧ-игд | мѧ З відновленням втраченого фрагмента текст виглядає таким чином: Помѧ[н]и Г(оспо)д(и) мѧ. Пом'яни, Господи, мене.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Молитовний напис.
4305 ,"СІV, 2","Висота від сучасної підлоги 81 см, відстань від лівого ребра 71 см.","Початок та закінчення напису знищені вибоями, залишились тільки три літери від фрази [помѧн]и ра[ба] 'пом'яни раба'.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Молитовний напис.
4306 ,"СІV, 3","Висота від сучасної підлоги 116 см, відстань від лівого ребра","Виконані голкою складові напису сильно затерті та пошкоджені вибоями. У верхньому рядку читається особове ім'я Павл 'Павло'. У нижньому літери зберег- лись гірше, впевнено ідентифікується тільки перша О. За структурою подібних гра- фіті, тут мало бути видряпане родове ім'я автора.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Пам'ятний напис.
4307 ,"СІV, 4","Висота від сучасної підлоги 121 см, відстань від лівого ребра","Напис практично повністю знищений вибоєм, залишилась тільки частина літери У.",Кінець XVI – кінець XVII ст.; за формою прорізів.,Фрагмент напису.
4308 ,"СІV, 5","Висота від сучасної підлоги 23 см, відстань від лівого ребра 60 см.",На фресці прокреслена літера П.,Друга чверть XІI – кінець XVI ст.; за формою прорізів.,"Абетки, склади та окремі літери."
4309 ,"СV, 1","Висота від сучасної підлоги 117 см, відстань від лівого ребра","Напис зберігся добре, його складові чітко читаються як запис особового імені автора Ѧиⷦм 'Яким'.",Кінець XVI – кінець XVII ст.; за формою прорізів.,Пам'ятний напис.
4310 ,"СV, 2","Висота від сучасної підлоги 50 см, відстань від лівого ребра 40 см.",На фресці прокреслений простий чотириконечний хрест.,Друга чверть XІI – кінець XVI ст.; за формою прорізів.,"Хрести, монограми, теонімограми. ІV.8. Графіті з зображенням орнаменту Фреска розташована на південному схилі невеликої арки, закритої нині фанер- ним щитом, а в давнину наскрізної, що сполучала апсиду хрещальні та західну внут- рішню галерею Софійського собору. Збереженість тиньку відносно добра, незва- жаючи на низку вибоїв. На поверхні фрески виявлено одне графіті, яке отримало номер 4311 ("
4311 ,"СV, 3","Висота від низу закладу арки 71 см, відстань від правого ребра",На фресці по вогкому тиньку прокреслений малюнок простого чотири- конечного хреста.,Друга чверть XІI ст.; за формою прорізів.,"Хрести, монограми, теонімограми. ІV.9. Графіті на фресці з зображенням невідомих святителів Фреска розташована на південній стороні апсиди хрещальні, образи святих на- разі не ідентифіковані. Як і в у випадку з фрескою на північній стороні, через струк- туру фрескового тиньку ХІІ ст. прорізи дуже руйнуються, що перешкоджає впевненій ідентифікації літер. Разом з великою кількістю вибоїв на поверхні фрески, що нині закриті реставраційною шпаклівкою, це створює погані умови для збере- ження графіті, тому більшість з них сильно фрагментована. Загалом на південній стороні апсиди нараховується тридцять шість графіті, яким надані порядкові но- мері від 4312-го до 4347-го ("
4312 ,"СV, 4","Висота від сучасної підлоги 75 см, відстань від правого ребра","На фресці прокреслені літери ПОМ, які найвірогідніше розглядати як ско- рочену форму дієслова-звернення пом(ѧни) 'пом'яни'.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Молитовний напис.
4313 ,"СV, 5","Висота від сучасної підлоги 110 см, відстань від правого ребра",На фресці прокреслена літера П.,Кінець XVI – кінець XVII ст.; за формою прорізів.,"Абетки, склади та окремі літери."
4314 ,"СVІ, 1","Висота від сучасної підлоги 115 см, відстань від правого ребра","Права частина напису знищена обвалом тиньку. У верхньому рядку за- лишився склад МО та невеликий фрагмент щогли літери за ним. У нижньому рядку помітні літери ЕДО та щогла літери Р за ними. Зважаючи на структуру подібних на- писів, поширених у ранньомодерну добу, найвірогідніше реконструювати текст як особове та родове імена автора Мо[исеи] едор[рович] 'Мойсей Федорович'. Особа автора наразі не ідентифікована.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Пам'ятний напис.
4315 ,"СVІ, 2","Висота від сучасної підлоги 89 см, відстань від правого ребра","Поверхня стіни в місці розташування напису пошкоджена вибоями, які знищили частину його складових: пом--иги | р-б-свое-- З розбивкою на слова та відновленням втрачених фрагментів текст виглядає таким чином: Пом[ѧн]и Г(оспод)и р[а]б[а] свое[го]. Пом'яни, Господи, раба свого.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Молитовний напис.
4316 ,"СVІ, 3","Висота від сучасної підлоги 83 см, відстань від правого ребра",На фресці прокреслене дієслово-прохання помѧни 'пом'яни'.,Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Молитовний напис.
4317 ,"СVІ, 4","Висота від сучасної підлоги 108 см, відстань від правого ребра","На фресці прокреслена монограма імені Ісус Христос у вигляді літери Х, яку вертикально перетинає літера І. Утім, не виключена її інтерпретація як літери Ж, проте вона менш вірогідна.",Кінець XVI – кінець XVII ст.; за формою прорізів.,"Хрести, монограми, теонімограми."
4318 ,"СVІІ, 1","Висота від сучасної підлоги 123 см, відстань від правого ребра","Поверхня стіни в місці розташування напису пошкоджена вибоями, тому частина складових не збереглась: п-мѧн | --ꙗ. З розбивкою на слова та відновленням втрачених фрагментів текст виглядає таким чином: П[о]мѧн[и м]ꙗ. Пом'яни мене.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Молитовний напис.
4319 ,"СVІІ, 2","Висота від сучасної підлоги 86 см, відстань від правого ребра","На фресці прокреслене дієслово быⷧ 'був'. Вочевидь, напис лишився не- завершеним.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Пам'ятний напис.
4320 ,"СVІІ, 3","Висота від сучасної підлоги 50 см, відстань від правого ребра","Напис практично повністю знищений, залишилась тільки літера .",Друга чверть XІI – кінець XV ст.; за формою прорізів та формою написання и з горизонтальною перемичкою.,Фрагмент напису.
4321 ,"СVІІ, 4","Висота від сучасної підлоги 89 см, відстань від правого ребра",На фресці прокреслене слово добро 'добро'.,Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Окремі слова та словосполучення.
4322 ,"СVІІ, 5","Висота від сучасної підлоги 79 см, відстань від правого ребра",На фресці прокреслена літера П.,Кінець XVI – кінець XVII ст.; за формою прорізів.,"Абетки, слова та окремі літери."
4323 ,"СVІІІ, 1","Висота від сучасної підлоги 102 см, відстань від правого ребра","На фресці прокреслене особове ім'я автора запису Федо 'Федір' та літера Ж – найвірогідніше, початок незавершеного або скороченого родового імені.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Пам'ятний напис.
4324 ,"СVІІІ, 2","Висота від сучасної підлоги 98 см, відстань від правого ребра",На фресці прокреслений простий чотириконечний хрест.,Друга чверть ХІІ – кінець XVI ст.; за формою прорізів.,"Хрести, монограми, теонімограми."
4325 ,"СVІІІ, 3","Висота від сучасної підлоги 85 см, відстань від правого ребра",На фресці прокреслений простий чотириконечний хрест.,Друга чверть ХІІ – кінець XVI ст.; за формою прорізів.,"Хрести, монограми, теонімограми."
4326 ,"СVІІІ, 4","Висота від сучасної підлоги 107 см, відстань від правого ребра","На фресці помітна невеличка літера Р, яка є єдиною складовою напису.",Кінець XVI – кінець XVII ст.; за формою прорізів.,"Абетки, склади та окремі літери."
4327 ,"СVІІІ, 5","Висота від сучасної підлоги 60 см, відстань від правого ребра","Напис повністю знищений вибоями, на поверхні тиньку помітна тільки нижня петля літери В.",Друга чверть XІI – середина XІII ст.; за формою написання в з ок- руглою нижньою петлею.,Фрагмент напису.
4328 ,"СVІІІ, 6","Висота від сучасної підлоги 68,5 см, відстань від правого ребра","Напис повністю знищений вибоями. У верхньому рядку помітні пошкод- жені літери ГДИ, у нижньому – МЕ та щогла наступної літери. З відновленням втрачених фрагментів наявний текст реконструюється таким чином: Г(оспо)ди [по]ме[ни]... Господи, пом'яни...",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Пам'ятний напис.
4329 ,"СІХ, 1","Висота від сучасної підлоги 118 см, відстань від правого ребра","Поверхня стіни в місці розташування напису пошкоджена кількома ви- боями та подряпинами, проте в цілому його складові збереглись добре: - ⷮбыⷧ рабъ б͠жи иоа | н- З відновленням втрачених фрагментів текст виглядає таким чином: Т[у]т был рабъ Б(о)жи(и) Иоан[ъ]. Тут був раб Божий Йоанн. Прикметно, що дві останні літери Йоанн переніс на інший рядок, оскільки йому заважав продовжувати текст запис Григорія (№ 4334).","Кінець XVI ст. – 1634 р.; за формою прорізів, скорописними фор- мами написання літер та особливостями розташування.",Пам'ятний напис.
4330 ,"СІХ, 2","Висота від сучасної підлоги 95 см, відстань від правого ребра","Поверхня стіни в місці розташування напису пошкоджена кількома ви- боями, особливо постраждало закінчення рядка: молилиг͠а-ом З розбивкою на слова та відновленням втрачених фрагментів текст виглядає таким чином: Молили Г(оспод)а [п]ом(ѧни). Молили Господа, пом'яни.",Кінець XVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Пам'ятний напис.
4331 ,"СХ, 1","Висота від сучасної підлоги 110 см, відстань від правого ребра","Напис сильно пошкоджений вибоями, особливо постраждав верхній рядок. За наявними складовими напис може бути прочитаний як особове та родове імена автора Maciej Domansky 'Мацей Доманський'. Автор напису походив з родини Доманських (герб Ларисса)196, особа з таким ім'ям згадується наприкінці XVI ст.197, що не суперечить датуванню графіті.","Кінець XVI ст.; за формою прорізів, фактом вживання латиниці та за контекстним аналізом.",Пам'ятний напис.
4332 ,"СХ, 2","Висота від сучасної підлоги 105 см, відстань від правого ребра","Напис виконаний дрібними літерами, частково пошкоджений вибоями та подряпиною. Тим не менше, його збереженість задовільна й текст повністю підлягає прочитанню: Anna Laszczo[wa] 'Анна Лящова'. Авторка напису походила з родини Лящ (герб Правдич)198. У цій родині було кілька осіб з таким ім'ям, які теоретично могли залишити свій автограф на стіні Свя- тої Софії у XVII ст.199 Проте найвірогідніше, авторкою напису була Анна Лящ, вдова Адама Жулинського († 1645 р.)200, дідича Новосілок201, що знаходяться неподалік від Києва202. Тож Анна мала добру нагоду відвідати Софійський собор.","Перша половина XVІI ст.; за формою прорізів, фактом вживання латиниці та контекстним аналізом.",Пам'ятний напис.
4333 ,"СХ, 3","Висота від сучасної підлоги 108 см, відстань від правого ребра","Напис виконаний, як і в попередньому випадку, доволі дрібними літе- рами, частково пошкоджений вибоями та записом Мойсея Федоровича (№ 4315), який знищив закінчення напису. Тим не менше, текст повністю підлягає прочитанню: Piotr Stojows[ky] 'Петро Стойовський'. Автор напису походив з родини Стойовських (герб Тромби) Краківського воє- водства203. На жаль, відомостей про особу з таким ім'ям віднайти не вдалося.",Кінець ХVI – кінець XVІI ст.; за формою прорізів та фактом вжи- вання латиниці.,Пам'ятний напис.
4334 ,"СХ, 4","Висота від сучасної підлоги 125,5 см, відстань від правого ребра 12 см.","Складові напису сильно пошкоджені вибоями, права частина не зберег- лась через вивал давнього тиньку: григор---- | 16-4 и--- З відновленням пропущених фрагментів наявний текст реконструюються так: Григор[ии] ... 16[3]4 и[юнѧ]... Григорій ..., 1634-го, червня...",1634 р.; за прямим датуванням.,Пам'ятний напис.
4335 ,"СХІ, 1","Висота від сучасної підлоги 96 см, відстань від правого ребра W. Walewskiego, t. 7: Netrebka – Perepiat, Warszawa 1886, 283–286. Нині – с. Новосілки Макарівського району Київської області.","Напис пошкоджений вибоями. На початку рядка читається літера К, дали знаходиться вибій, який за контурами дозволяє реконструювати тут літеру У або Р, за нею – літери ЛИН, далі знов міститься округлий вибій, який знищив ще одну літеру.",Кінець XVI – кінець XVII ст.; за формою прорізів.,Фрагмент напису.
4336 ,"СХІ, 2","Висота від сучасної підлоги 107 см, відстань від правого ребра","Незважаючи на пошкодження тиньку, напис чітко читається: Писал я. Писав я.",Кінець XVII ст.; за формою прорізів та за формою написання літери я.,Пам'ятний напис.
4337 ,"СХІ, 3","Висота від сучасної підлоги 101 см, відстань від правого ребра","На фресці читається особове ім'я автора запису Семен 'Семен'. Родове ім'я автора знищене вибоями, від його складових залишились тільки невиразні фраг- менти літер.",Кінець ХVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Пам'ятний напис.
4338 ,"СХІ, 4","Висота від сучасної підлоги 60 см, відстань від правого ребра","Початок та закінчення напису знищені вибоями, залишилось тільки слово Ио[а]на 'Йоанна'. Вжитий відмінок дозволяє встановити, що текст був молитовною формулою, найвірогідніше, з проханням до Господа пом'янути її автора.",Кінець ХVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Молитовний напис.
4339 ,"СХІІ, 1","Висота від сучасної підлоги 83 см, відстань від правого ребра","Напис пошкоджений вибоями, частина його складових знищена: помени --- | стеа-а З відновленням втрачених фрагментів наявний текст виглядає таким чином: Помени ... Стеа[н]а. Пом'яни Стефана.",Кінець ХVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Молитовний напис.
4340 ,"СХІІ, 2","Висота від сучасної підлоги 112 см, відстань від правого ребра","Напис пошкоджений, частина його складових знищена вибоями: поⷨѧ---- | Іванап | моу--- | лицⷡа З відновленням втрачених фрагментів наявний текст виглядає таким чином: Помѧ[ни] ... Івана... Пом'яни ... Івана...",Кінець ХVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Молитовний напис.
4341 ,"СХІІ, 3","Висота від сучасної підлоги 105 см, відстань від правого ребра","Незважаючи на низку вибоїв, складові напису збереглись доволі непо- гано, він впевнено читається: Авраамъ многрѣшныи. Авраам многогрішний.",Кінець ХVI – кінець XVII ст.; за формою прорізів та скорописними формами написання літер.,Пам'ятний напис.
